2000	 1.00000e-01	 2.00000e+00	  2.486634974063210e+00	  2.574700534387448e+00	  5.095645339145759e+01	  1.006896459773521e+01	  1.513297283137099e+02	  4.879093275155319e+03	  2.131141177074125e+03	  3.388944194980571e+03	  2.515775613422118e+01	  8.772871238580400e+00	  7.301212653022651e+02	  3.940575630360243e+01	  2.167897920059368e+02
2100	 1.00000e-01	 2.10000e+00	  2.482379991537754e+00	  2.564013783689424e+00	  5.133929747696121e+01	  1.004611462864525e+01	  1.547716570891874e+02	  4.924280124196582e+03	  2.115610226824876e+03	  3.452171419496236e+03	  2.510376948187037e+01	  8.750086041289274e+00	  7.277539488594595e+02	  3.937728863280191e+01	  2.166232253783394e+02
2200	 1.00000e-01	 2.20000e+00	  2.479299527331583e+00	  2.555248360622226e+00	  5.170539750443400e+01	  1.002817522962461e+01	  1.583114113184299e+02	  4.967102934061788e+03	  2.101038506891076e+03	  3.512580784950581e+03	  2.506137193516390e+01	  8.743229445505868e+00	  7.266412064441894e+02	  3.936206587575654e+01	  2.165319201984869e+02
2300	 1.00000e-01	 2.30000e+00	  2.477116018184420e+00	  2.547996914771701e+00	  5.205442252638413e+01	  1.001404946945175e+01	  1.619042932122247e+02	  5.007813221627101e+03	  2.087349818939855e+03	  3.570296451173556e+03	  2.502797688748008e+01	  8.748059050250365e+00	  7.264506381562564e+02	  3.935677305973325e+01	  2.164972903508541e+02
2400	 1.00000e-01	 2.40000e+00	  2.475614787682323e+00	  2.541941334902964e+00	  5.238669319380082e+01	  1.000288506787661e+01	  1.655181100189613e+02	  5.046613654903736e+03	  2.074477694082165e+03	  3.625437745267044e+03	  2.500157441448585e+01	  8.761401478528022e+00	  7.269328017342535e+02	  3.935881531796481e+01	  2.165046735955807e+02
2500	 1.00000e-01	 2.50000e+00	  2.474631084720810e+00	  2.536834896674282e+00	  5.270283607356298e+01	  9.994024291708785e+00	  1.691291640330792e+02	  5.083669240025497e+03	  2.062363413676636e+03	  3.678119553461357e+03	  2.498061320738291e+01	  8.780882073983253e+00	  7.279009007519002e+02	  3.936619267571305e+01	  2.165427050580687e+02
2600	 1.00000e-01	 2.60000e+00	  2.474039162709797e+00	  2.532486903853059e+00	  5.300360275379493e+01	  9.986961730609762e+00	  1.727197143867123e+02	  5.119116010213965e+03	  2.050954544077742e+03	  3.728452416409906e+03	  2.496390104811675e+01	  8.804723675294234e+00	  7.292152714557310e+02	  3.937738145386899e+01	  2.166026907269517e+02
2700	 1.00000e-01	 2.70000e+00	  2.473743388519387e+00	  2.528750070769156e+00	  5.328977766450867e+01	  9.981309866117169e+00	  1.762763143660101e+02	  5.153067693749934e+03	  2.040203835141857e+03	  3.776542532459756e+03	  2.495052365039501e+01	  8.831596477259815e+00	  7.307716318026191e+02	  3.939123118541755e+01	  2.166780464479777e+02
2800	 1.00000e-01	 2.80000e+00	  2.473671179991029e+00	  2.525510462848993e+00	  5.356213299994901e+01	  9.976771668609148e+00	  1.797886860638762e+02	  5.185620793404280e+03	  2.030068380067457e+03	  3.822491756759546e+03	  2.493978006796518e+01	  8.860505863913451e+00	  7.324922256828519e+02	  3.940687945359461e+01	  2.167638258597005e+02
2900	 1.00000e-01	 2.90000e+00	  2.473767494183887e+00	  2.522679635705710e+00	  5.382140825341370e+01	  9.973119169687799e+00	  1.832489359117035e+02	  5.216858439222277e+03	  2.020508965570079e+03	  3.866397628380853e+03	  2.493113218865484e+01	  8.890708540263917e+00	  7.343191699424243e+02	  3.942368378781964e+01	  2.168563382974877e+02
3000	 1.00000e-01	 3.00000e+00	  2.473990579886958e+00	  2.520188574829871e+00	  5.406830233631165e+01	  9.970176919191776e+00	  1.866509937003453e+02	  5.246853304709081e+03	  2.011489562393471e+03	  3.908353432379395e+03	  2.492416574180442e+01	  8.921649782598090e+00	  7.362094656284838e+02	  3.944116837379529e+01	  2.169528473419693e+02
3100	 1.00000e-01	 3.10000e+00	  2.474308733671190e+00	  2.517983065640168e+00	  5.430347191896227e+01	  9.967809328772512e+00	  1.899902027353256e+02	  5.275669813022368e+03	  2.002976920436304e+03	  3.948448293311195e+03	  2.491856046583612e+01	  8.952916461137901e+00	  7.381312610496268e+02	  3.945898297396773e+01	  2.170513371045711e+02
3200	 1.00000e-01	 3.20000e+00	  2.474697837925307e+00	  2.516020177156313e+00	  5.452753267482089e+01	  9.965911050132412e+00	  1.932630150697210e+02	  5.303365807418602e+03	  1.994940242650314e+03	  3.986767293298175e+03	  2.491406742777751e+01	  8.984201848306819e+00	  7.400610538907813e+02	  3.947687158818457e+01	  2.171503332071934e+02
3300	 1.00000e-01	 3.30000e+00	  2.475139500395367e+00	  2.514265601047868e+00	  5.474106173239699e+01	  9.964399691510424e+00	  1.964667615546724e+02	  5.329993818574852e+03	  1.987350918808330e+03	  4.023391607418947e+03	  2.491049185337211e+01	  9.015279237500954e+00	  7.419815966227351e+02	  3.949464871833113e+01	  2.172487668101384e+02
3400	 1.00000e-01	 3.40000e+00	  2.475619652217067e+00	  2.512691641728562e+00	  5.494460049557801e+01	  9.963210319049422e+00	  1.995994762282178e+02	  5.355602029053401e+03	  1.980182305191249e+03	  4.058398650103866e+03	  2.490768016370454e+01	  9.045982151342852e+00	  7.438803281638777e+02	  3.951218148297651e+01	  2.173458719450957e+02
3500	 1.00000e-01	 3.50000e+00	  2.476127493220745e+00	  2.511275698968026e+00	  5.513865743899470e+01	  9.962291311754331e+00	  2.026597608103951e+02	  5.380235010383051e+03	  1.973409539816427e+03	  4.091862227462414e+03	  2.490551020201185e+01	  9.076189480872078e+00	  7.457481991593813e+02	  3.952937618744823e+01	  2.174411083133298e+02
3600	 1.00000e-01	 3.60000e+00	  2.476654699122276e+00	  2.509999121635976e+00	  5.532371071251230e+01	  9.961601238356135e+00	  2.056466791862281e+02	  5.403934289406350e+03	  1.967009385435555e+03	  4.123852691686192e+03	  2.490388386908601e+01	  9.105814316780336e+00	  7.475787916531492e+02	  3.954616826355076e+01	  2.175341033964720e+02
3700	 1.00000e-01	 3.70000e+00	  2.477194825632185e+00	  2.508846340457873e+00	  5.550021050118843e+01	  9.961106503368567e+00	  2.085596745451375e+02	  5.426738786337134e+03	  1.960960094445811e+03	  4.154437094710555e+03	  2.490272157175566e+01	  9.134795546934031e+00	  7.493676589809032e+02	  3.956251474546966e+01	  2.176246091313494e+02
3800	 1.00000e-01	 3.80000e+00	  2.477742860359435e+00	  2.507804210287611e+00	  5.566858113939344e+01	  9.960779571041998e+00	  2.113985037822211e+02	  5.448685156296754e+03	  1.955241291276131e+03	  4.183679339150676e+03	  2.490195803364805e+01	  9.163091528105536e+00	  7.511118304597064e+02	  3.957838864828735e+01	  2.177124695254623e+02
3900	 1.00000e-01	 3.90000e+00	  2.478294885525904e+00	  2.506861509678065e+00	  5.582922299966431e+01	  9.960597623060290e+00	  2.141631851430101e+02	  5.469808058096512e+03	  1.949833868865917e+03	  4.211640325168204e+03	  2.490153912850484e+01	  9.190675314258094e+00	  7.528094394599731e+02	  3.959377477071578e+01	  2.177975964699075e+02
4000	 1.00000e-01	 4.00000e+00	  2.478847823727931e+00	  2.506008558608268e+00	  5.598251418376326e+01	  9.960541541681003e+00	  2.168539560892837e+02	  5.490140368046958e+03	  1.944719896642826e+03	  4.238378092403262e+03	  2.490141948080682e+01	  9.217531053958666e+00	  7.544594439094870e+02	  3.960866656248954e+01	  2.178799516841913e+02
4100	 1.00000e-01	 4.10000e+00	  2.479399245941836e+00	  2.505236925069089e+00	  5.612881204338746e+01	  9.960595137115353e+00	  2.194712390953582e+02	  5.509713352100577e+03	  1.939882537998957e+03	  4.263947956456552e+03	  2.490156064230992e+01	  9.243651266766236e+00	  7.560614160910148e+02	  3.962306378703020e+01	  2.179595332433432e+02
4200	 1.00000e-01	 4.20000e+00	  2.479947226203200e+00	  2.504539198589677e+00	  5.626845455512659e+01	  9.960744558333330e+00	  2.220156136285145e+02	  5.528556806292801e+03	  1.935305975711378e+03	  4.288402639657073e+03	  2.490192970114052e+01	  9.269034781134144e+00	  7.576153844272638e+02	  3.963697077796060e+01	  2.180363655277066e+02
4300	 1.00000e-01	 4.30000e+00	  2.480490231312408e+00	  2.503908814306872e+00	  5.640176157057691e+01	  9.960977841774072e+00	  2.244877929759186e+02	  5.546699172950206e+03	  1.930975344090691e+03	  4.311792396027816e+03	  2.490249821614209e+01	  9.293685170716117e+00	  7.591217143018259e+02	  3.965039513906065e+01	  2.181104917289508e+02
4400	 1.00000e-01	 4.40000e+00	  2.481027036854361e+00	  2.503339915302710e+00	  5.652903595891493e+01	  9.961284563893784e+00	  2.268886048895786e+02	  5.564167638271447e+03	  1.926876666897764e+03	  4.334165130482975e+03	  2.490324139615540e+01	  9.317609566629386e+00	  7.605810182174508e+02	  3.966334677542525e+01	  2.181819682654896e+02
4500	 1.00000e-01	 4.50000e+00	  2.481556663014327e+00	  2.502827244012014e+00	  5.665056465607168e+01	  9.961655572047142e+00	  2.292189752561632e+02	  5.580988215494041e+03	  1.922996800263970e+03	  4.355566512372098e+03	  2.490413746409923e+01	  9.340817753672868e+00	  7.619940880237275e+02	  3.967583717208814e+01	  2.182508606246426e+02
4600	 1.00000e-01	 4.60000e+00	  2.482078325310823e+00	  2.502366055798339e+00	  5.676661963202532e+01	  9.962082774598215e+00	  2.314799141783589e+02	  5.597185816819900e+03	  1.919323379999653e+03	  4.376040083539073e+03	  2.490516716080442e+01	  9.363321481306871e+00	  7.633618437634422e+02	  3.968787885763645e+01	  2.183172402713793e+02
4700	 1.00000e-01	 4.70000e+00	  2.482591396590629e+00	  2.501952049510412e+00	  5.687745878562242e+01	  9.962558975938954e+00	  2.336725039924272e+02	  5.612784316494134e+03	  1.915844772790347e+03	  4.395627361096477e+03	  2.490631335482682e+01	  9.385133937303451e+00	  7.646852950464107e+02	  3.969948500618596e+01	  2.183811823548187e+02
4800	 1.00000e-01	 4.80000e+00	  2.483095377545551e+00	  2.501581311111761e+00	  5.698332677467321e+01	  9.963077745666757e+00	  2.357978888527158e+02	  5.627806606849772e+03	  1.912550030868794e+03	  4.414367935133369e+03	  2.490756073288980e+01	  9.406269344810173e+00	  7.659655118772855e+02	  3.971066914289825e+01	  2.184427640117502e+02
4900	 1.00000e-01	 4.90000e+00	  2.483589873693957e+00	  2.501250267433341e+00	  5.708445578776628e+01	  9.963633313843953e+00	  2.378572655956731e+02	  5.642274648694688e+03	  1.909428849819732e+03	  4.432299561582731e+03	  2.490889555190470e+01	  9.426742653209137e+00	  7.672036026262224e+02	  3.972144492702107e+01	  2.185020631171773e+02
5000	 1.00000e-01	 5.00000e+00	  2.484074577280997e+00	  2.500955647815501e+00	  5.718106626323245e+01	  9.964220486259835e+00	  2.398518756590184e+02	  5.656209517089783e+03	  1.906471529228137e+03	  4.449458250476343e+03	  2.491030543822867e+01	  9.446569300397469e+00	  7.684006974028309e+02	  3.973182599299457e+01	  2.185591573697128e+02
5100	 1.00000e-01	 5.10000e+00	  2.484549252934027e+00	  2.500694451943021e+00	  5.727336755989627e+01	  9.964834575111640e+00	  2.417829978805030e+02	  5.669631443322234e+03	  1.903668935924080e+03	  4.465878349811047e+03	  2.491177922334624e+01	  9.465765029568937e+00	  7.695579355227424e+02	  3.974182583506144e+01	  2.186141236278783e+02
5200	 1.00000e-01	 5.20000e+00	  2.485013726195922e+00	  2.500463922580098e+00	  5.736155858362841e+01	  9.965471341641477e+00	  2.436519420383870e+02	  5.682559853692622e+03	  1.901012469610954e+03	  4.481592625244678e+03	  2.491330680780381e+01	  9.484345747680957e+00	  7.706764560781065e+02	  3.975145772447126e+01	  2.186670374344135e+02
5300	 1.00000e-01	 5.30000e+00	  2.485467874273853e+00	  2.500261522215818e+00	  5.744582837321784e+01	  9.966126948106233e+00	  2.454600430249423e+02	  5.695013405595745e+03	  1.898494030690887e+03	  4.496632335831907e+03	  2.491487904720726e+01	  9.502327415887398e+00	  7.717573908654236e+02	  3.976073465109925e+01	  2.187179726814376e+02
5400	 1.00000e-01	 5.40000e+00	  2.485911618502086e+00	  2.500084912859302e+00	  5.752635664868414e+01	  9.966797917088831e+00	  2.472086555668466e+02	  5.707010021269951e+03	  1.896105990122972e+03	  4.511027306001351e+03	  2.491648765558232e+01	  9.519725964553972e+00	  7.728018591062195e+02	  3.976966928333970e+01	  2.187670013810578e+02
5500	 1.00000e-01	 5.50000e+00	  2.486344918138589e+00	  2.499931938396712e+00	  5.760331432482416e+01	  9.967481096633435e+00	  2.488991494238182e+02	  5.718566919510144e+03	  1.893841161167904e+03	  4.524805993965964e+03	  2.491812512251542e+01	  9.536557227237946e+00	  7.738109635331867e+02	  3.977827394166183e+01	  2.188141935148320e+02
5600	 1.00000e-01	 5.60000e+00	  2.486767765206209e+00	  2.499800609053261e+00	  5.767686399251651e+01	  9.968173630044392e+00	  2.505329050103375e+02	  5.729700645579584e+03	  1.891692772887448e+03	  4.537995556749443e+03	  2.491978464133626e+01	  9.552836889349475e+00	  7.747857875178403e+02	  3.978656058235932e+01	  2.188596169420729e+02
5700	 1.00000e-01	 5.70000e+00	  2.487180180157898e+00	  2.499689087602955e+00	  5.774716037007901e+01	  9.968872929458405e+00	  2.521113093957784e+02	  5.740427099509391e+03	  1.889654445279610e+03	  4.550621912001818e+03	  2.492146004623834e+01	  9.568580448223173e+00	  7.757273929936991e+02	  3.979454078888408e+01	  2.189033373519369e+02
5800	 1.00000e-01	 5.80000e+00	  2.487582208197203e+00	  2.499595677044658e+00	  5.781435072677809e+01	  9.969576652502436e+00	  2.536357526463594e+02	  5.750761562939795e+03	  1.887720165940949e+03	  4.562709796768508e+03	  2.492314575671412e+01	  9.583803182095368e+00	  7.766368189879987e+02	  3.980222576879683e+01	  2.189454182479440e+02
5900	 1.00000e-01	 5.90000e+00	  2.487973916124482e+00	  2.499518809521291e+00	  5.787857528041611e+01	  9.970282681504610e+00	  2.551076244785860e+02	  5.760718724630031e+03	  1.885884268156556e+03	  4.574282823368602e+03	  2.492483672804543e+01	  9.598520126065445e+00	  7.775150806195114e+02	  3.980962635485492e+01	  2.189859209563794e+02
6000	 1.00000e-01	 6.00000e+00	  2.488355389608799e+00	  2.499457036303414e+00	  5.793996757077397e+01	  9.970989104841678e+00	  2.565283111987176e+02	  5.770312704743113e+03	  1.884141410326131e+03	  4.585363532529524e+03	  2.492652840686512e+01	  9.612746053561906e+00	  7.783631684537941e+02	  3.981675300911834e+01	  2.190249046521113e+02
6100	 1.00000e-01	 6.10000e+00	  2.488726730808146e+00	  2.499409018693149e+00	  5.799865481054828e+01	  9.971694200096135e+00	  2.578991929065584e+02	  5.779557077995266e+03	  1.882486556641471e+03	  4.595973443917588e+03	  2.492821669101683e+01	  9.626495462172301e+00	  7.791820481328482e+02	  3.982361582923309e+01	  2.190624263969638e+02
6200	 1.00000e-01	 6.20000e+00	  2.489088056277540e+00	  2.499373519730870e+00	  5.805475821530138e+01	  9.972396418763477e+00	  2.592216409447656e+02	  5.788464895747526e+03	  1.880914958936919e+03	  4.606133104196484e+03	  2.492989789309866e+01	  9.639782562952554e+00	  7.799726602155644e+02	  3.983022455625561e+01	  2.190985411869595e+02
6300	 1.00000e-01	 6.30000e+00	  2.489439495117748e+00	  2.499349396608159e+00	  5.810839331383200e+01	  9.973094372302473e+00	  2.604970155771935e+02	  5.797048707106650e+03	  1.879422139639758e+03	  4.615862132738859e+03	  2.493156870720085e+01	  9.652621272529062e+00	  7.807359201801662e+02	  3.983658858354086e+01	  2.191333020056658e+02
6400	 1.00000e-01	 6.40000e+00	  2.489781187327266e+00	  2.499335593706757e+00	  5.815967024027023e+01	  9.973786819360971e+00	  2.617266638815154e+02	  5.805320579094586e+03	  1.878003875752483e+03	  4.625179265109135e+03	  2.493322617844041e+01	  9.665025207457008e+00	  7.814727185511083e+02	  3.984271696633306e+01	  2.191667598815533e+02
6500	 1.00000e-01	 6.50000e+00	  2.490113282327850e+00	  2.499331136196241e+00	  5.820869400910964e+01	  9.974472654040719e+00	  2.629119178428246e+02	  5.813292115939493e+03	  1.876656183803570e+03	  4.634102394430154e+03	  2.493486767496951e+01	  9.677007680414253e+00	  7.821839211214791e+02	  3.984861843178880e+01	  2.191989639477951e+02
6600	 1.00000e-01	 6.60000e+00	  2.490435937639764e+00	  2.499335124133388e+00	  5.825556477430231e+01	  9.975150895088515e+00	  2.640540926359835e+02	  5.820974477535850e+03	  1.875375305707261e+03	  4.642648610739551e+03	  2.493649086219027e+01	  9.688581697899444e+00	  7.828703692485562e+02	  3.985430138923025e+01	  2.192299615033308e+02
6700	 1.00000e-01	 6.70000e+00	  2.490749317687502e+00	  2.499346727014560e+00	  5.830037807346105e+01	  9.975820675919811e+00	  2.651544850854198e+02	  5.828378397116938e+03	  1.874157695476848e+03	  4.650834238436922e+03	  2.493809367895306e+01	  9.699759959171194e+00	  7.835328802051537e+02	  3.985977394047749e+01	  2.192597980743176e+02
6800	 1.00000e-01	 6.80000e+00	  2.491053592720147e+00	  2.499365178738931e+00	  5.834322505814225e+01	  9.976481235395322e+00	  2.662143722917791e+02	  5.835514198179481e+03	  1.873000006739422e+03	  4.658674871917257e+03	  2.493967431554993e+01	  9.710554856218543e+00	  7.841722475732906e+02	  3.986504389014760e+01	  2.192885174753133e+02
6900	 1.00000e-01	 6.90000e+00	  2.491348937833414e+00	  2.499389772946018e+00	  5.838419271111190e+01	  9.977131909282962e+00	  2.672350104154572e+02	  5.842391810696936e+03	  1.871899081003248e+03	  4.666185409481153e+03	  2.494123119334215e+01	  9.720978474594149e+00	  7.847892416696745e+02	  3.987011875583891e+01	  2.193161618697132e+02
7000	 1.00000e-01	 7.00000e+00	  2.491635532082481e+00	  2.499419858695323e+00	  5.842336405143494e+01	  9.977772122346586e+00	  2.682176336075528e+02	  5.849020786655532e+03	  1.870851936631994e+03	  4.673380085607937e+03	  2.494276294588268e+01	  9.731042594973408e+00	  7.853846099947590e+02	  3.987500577814090e+01	  2.193427718290970e+02
7100	 1.00000e-01	 7.10000e+00	  2.491913557676410e+00	  2.499454836459662e+00	  5.846081832816929e+01	  9.978401381010311e+00	  2.691634530792352e+02	  5.855410314944806e+03	  1.869855758482874e+03	  4.680272501673114e+03	  2.494426840141204e+01	  9.740758695328163e+00	  7.859590776989309e+02	  3.987971193042681e+01	  2.193683863912302e+02
7200	 1.00000e-01	 7.20000e+00	  2.492183199246381e+00	  2.499494154406890e+00	  5.849663120339073e+01	  9.979019266553719e+00	  2.700736563009015e+02	  5.861569235632162e+03	  1.868907888168325e+03	  4.686875655187590e+03	  2.494574656662050e+01	  9.750137953623012e+00	  7.865133480607275e+02	  3.988424392840035e+01	  2.193930431165573e+02
7300	 1.00000e-01	 7.30000e+00	  2.492444643180936e+00	  2.499537304947308e+00	  5.853087492522380e+01	  9.979625428797325e+00	  2.709494063228823e+02	  5.867506053649650e+03	  1.868005814903407e+03	  4.693201967632124e+03	  2.494719661158069e+01	  9.759191250957768e+00	  7.870481029730610e+02	  3.988860823937647e+01	  2.194167781430658e+02
7400	 1.00000e-01	 7.40000e+00	  2.492698077022401e+00	  2.499583821526400e+00	  5.856361849150728e+01	  9.980219580242826e+00	  2.717918412097717e+02	  5.873228951919176e+03	  1.867147166903298e+03	  4.699263310956635e+03	  2.494861785576538e+01	  9.767929175091925e+00	  7.875640034342287e+02	  3.989281109128461e+01	  2.194396262394577e+02
7500	 1.00000e-01	 7.50000e+00	  2.492943688919258e+00	  2.499633275644324e+00	  5.859492780467912e+01	  9.980801490635198e+00	  2.726020735807938e+02	  5.878745803940925e+03	  1.866329703297497e+03	  4.705071032810748e+03	  2.495000975507217e+01	  9.776362024296882e+00	  7.880616900411867e+02	  3.989685848138763e+01	  2.194616208565861e+02
7600	 1.00000e-01	 7.60000e+00	  2.493181667129909e+00	  2.499685274085437e+00	  5.862486581842445e+01	  9.981370981917285e+00	  2.733811902489092e+02	  5.884064185868820e+03	  1.865551306529338e+03	  4.710635980568184e+03	  2.495137188978530e+01	  9.784499811489203e+00	  7.885417834829914e+02	  3.990075618471477e+01	  2.194827941771507e+02
7700	 1.00000e-01	 7.70000e+00	  2.493412199573708e+00	  2.499739456342465e+00	  5.865349267659224e+01	  9.981927923549566e+00	  2.741302519516682e+02	  5.889191388095163e+03	  1.864809975211368e+03	  4.715968524204826e+03	  2.495270395340890e+01	  9.792352268604999e+00	  7.890048850328044e+02	  3.990450976220916e+01	  2.195031771636563e+02
7800	 1.00000e-01	 7.80000e+00	  2.493635473425556e+00	  2.499795492221330e+00	  5.868086584485309e+01	  9.982472228170373e+00	  2.748502931671074e+02	  5.894134426365786e+03	  1.864103817408817e+03	  4.721078578086966e+03	  2.495400574231324e+01	  9.799928851180226e+00	  7.894515770370928e+02	  3.990812456859362e+01	  2.195227996046571e+02
