0	 1.00000e-01	 0.00000e+00	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03	  1.000000000000000e+03
1	 1.00000e-01	 1.00000e-01	  2.508905648477367e+01	  2.755736510170624e+02	  1.550848713307496e+02	 -2.659579613602049e+03	  1.481110485858143e+03	  2.430928930200274e+03	  2.480260539780078e+03	  8.311777527506055e+02	  1.907898284040411e+02	  1.971197104672133e+03	  3.260943038160152e+03	  2.789587004695076e+02	  1.136228892360053e+03
2	 1.00000e-01	 2.00000e-01	  2.332931593431674e+01	  1.524871143956823e+02	 -1.637137205936033e+02	 -6.613824925750350e+03	  1.189029856001027e+03	  3.816076381981352e+03	  2.523705232279942e+03	  1.630254028388038e+03	  1.196726717295011e+02	 -9.646012260266278e+02	  8.342900609319429e+03	 -2.055777277338672e+03	  4.189181611039852e+03
3	 1.00000e-01	 3.00000e-01	  1.823134919958742e+01	  9.586442471985310e+01	 -2.290106636727281e+02	 -1.061435726954286e+04	  1.788680451180064e+03	  5.427777992284969e+03	  2.647342529784137e+03	  1.528899876541710e+03	  1.057644421936947e+02	  1.669555379678075e+03	  7.624713664991863e+03	 -3.387545684666592e+03	  7.079526525088604e+03
4	 1.00000e-01	 4.00000e-01	  1.918801720207499e+01	  9.868286213629865e+01	 -2.450915514672639e+02	 -1.460100190894267e+04	  2.486678686020780e+03	  7.099093077602632e+03	  2.740156102328591e+03	  1.337447902473164e+03	  1.039039735731027e+02	  3.785080382882808e+03	  7.333000261348221e+03	 -4.289994703500975e+03	  1.014110286992241e+04
5	 1.00000e-01	 5.00000e-01	  1.958382651958553e+01	  1.027779395285554e+02	 -2.496643628081628e+02	 -1.857203267543578e+04	  3.168710708988890e+03	  8.692822948237981e+03	  2.848762281302533e+03	  1.170089304332352e+03	  1.038273208943782e+02	  5.762870170982227e+03	  7.213432725449706e+03	 -4.995083417991958e+03	  1.348091634881449e+04
6	 1.00000e-01	 6.00000e-01	  1.980908632416502e+01	  1.054290396849073e+02	 -2.512198895810588e+02	 -2.253178032835391e+04	  3.810975546833298e+03	  1.018956722069824e+04	  2.968015044796713e+03	  1.048697970286525e+03	  1.039342648278757e+02	  7.706092566258005e+03	  7.178152186996597e+03	 -5.618874276659483e+03	  1.716508318598404e+04
7	 1.00000e-01	 7.00000e-01	  1.996100538850411e+01	  1.072481759762529e+02	 -2.519028477125255e+02	 -2.648347476879786e+04	  4.414429799513734e+03	  1.159560098155800e+04	  3.092959302206812e+03	  9.704529322784675e+02	  1.040320722682951e+02	  9.649566445513652e+03	  7.185131770321689e+03	 -6.222046085057615e+03	  2.124423359240153e+04
8	 1.00000e-01	 8.00000e-01	  2.007339402715314e+01	  1.086163306238233e+02	 -2.522945743307904e+02	 -3.042919370358839e+04	  4.987264843383815e+03	  1.292321992720325e+04	  3.220489150543765e+03	  9.257154059767566e+02	  1.041088316313468e+02	  1.160353052212920e+04	  7.212406050262112e+03	 -6.836967925850346e+03	  2.576207833521528e+04
9	 1.00000e-01	 9.00000e-01	  2.016137151297315e+01	  1.097131526704870e+02	 -2.525669293399229e+02	 -3.437030466301959e+04	  5.538277353546165e+03	  1.418422184348250e+04	  3.348612439591490e+03	  9.046540433796478e+02	  1.041700583618718e+02	  1.356918765242904e+04	  7.248189530646352e+03	 -7.481559406791985e+03	  3.075971516251642e+04
10	 1.00000e-01	 1.00000e+00	  2.023285346393199e+01	  1.106294114742502e+02	 -2.527779615337828e+02	 -3.830774909256712e+04	  6.074592498905373e+03	  1.538797070939557e+04	  3.475994176138594e+03	  8.994308495754557e+02	  1.042204859471781e+02	  1.554492767593851e+04	  7.286150955721601e+03	 -8.166596887634590e+03	  3.627821771268813e+04
11	 1.00000e-01	 1.10000e+00	  2.029247683941896e+01	  1.114162726179206e+02	 -2.529511858327133e+02	 -4.224220235605549e+04	  6.601320856303999e+03	  1.654132775308146e+04	  3.601714416773637e+03	  9.044509024610613e+02	  1.042631665280165e+02	  1.752865180999578e+04	  7.322935804466237e+03	 -8.899527074381951e+03	  4.236028435965961e+04
12	 1.00000e-01	 1.20000e+00	  2.034319237036461e+01	  1.121054276441636e+02	 -2.530981690870697e+02	 -4.617416578456715e+04	  7.121905500429412e+03	  1.764918074293454e+04	  3.725130878752368e+03	  9.159422065585853e+02	  1.043000605946284e+02	  1.951848556938997e+04	  7.356813131059970e+03	 -9.686411016990265e+03	  4.905132226382084e+04
13	 1.00000e-01	 1.30000e+00	  2.038699587773460e+01	  1.127179540047172e+02	 -2.532255913235737e+02	 -5.010402212729066e+04	  7.638591403901169e+03	  1.871502539591289e+04	  3.845794694675443e+03	  9.314348609769905e+02	  1.043324768627434e+02	  2.151289576784536e+04	  7.386922069604023e+03	 -1.053289229716434e+04	  5.640020378999283e+04
