1	  1.595926114569219e+01
2	  1.595926114569219e+01
3	  1.594510665401667e+01
4	  1.415449167551676e-02
5	  1.505659261318070e+01
6	  8.885140408359542e-01
7	  3.011318522636141e+01
8	  2.830784816133847e+01

1	  1.595926114569219e+01	  1.595926114569219e+01
2	  1.595926114569219e+01	  1.595926114569219e+01
3	  1.594510665401667e+01	  1.594510665401667e+01
4	  3.011318522636141e+01	  3.011318522636141e+01
5	  6.022637045272282e+01	  6.022637045272282e+01

