 -1.689558633443067e+03+  0.000000000000000e+00i
 -3.410732797073160e+02+  0.000000000000000e+00i
 -1.365747795331112e+01+ -7.851779772913274e+00i
 -1.365747795331112e+01+  7.851779772913274e+00i
 -1.842484136117425e+00+  0.000000000000000e+00i
