0.00000e+00	2.00000e-01	1.00000e+00	2.30000e+01	1.00000e-02	2.00000e-01	4.00000e+00	8.00000e+00	5.00000e-01	1.50000e+00	2.70000e+02	2.70000e+02	8.00000e+01
1.00000e-01	9.90178e-01	1.24846e+00	2.26542e+01	2.29455e-02	1.11451e-01	4.43532e+00	7.82933e+00	5.56003e-01	1.90368e+00	2.69994e+02	2.70013e+02	7.99656e+01
2.00000e-01	8.36848e-01	1.28219e+00	2.23193e+01	2.42189e-02	1.09429e-01	4.95584e+00	7.63184e+00	5.77215e-01	2.35633e+00	2.70004e+02	2.70042e+02	7.99281e+01
3.00000e-01	3.74848e-01	1.30734e+00	2.20933e+01	2.24484e-02	1.22645e-01	5.34477e+00	7.46915e+00	5.83908e-01	2.67117e+00	2.70018e+02	2.70076e+02	7.98965e+01
4.00000e-01	1.31543e-01	1.28832e+00	2.21958e+01	1.32122e-02	2.15461e-01	5.23255e+00	7.45825e+00	5.85488e-01	2.50767e+00	2.70034e+02	2.70112e+02	7.98958e+01
5.00000e-01	1.26523e-01	1.28586e+00	2.24572e+01	1.22412e-02	2.35680e-01	4.83568e+00	7.54603e+00	5.87029e-01	2.08568e+00	2.70051e+02	2.70148e+02	7.99186e+01
6.00000e-01	1.31906e-01	1.28214e+00	2.26733e+01	1.22963e-02	2.34662e-01	4.47833e+00	7.62944e+00	5.88901e-01	1.73473e+00	2.70068e+02	2.70184e+02	7.99359e+01
7.00000e-01	1.40835e-01	1.27812e+00	2.28201e+01	1.26433e-02	2.26226e-01	4.20620e+00	7.69111e+00	5.90676e-01	1.49812e+00	2.70085e+02	2.70222e+02	7.99433e+01
8.00000e-01	1.52431e-01	1.27434e+00	2.28983e+01	1.31714e-02	2.13963e-01	4.03095e+00	7.72435e+00	5.92032e-01	1.37545e+00	2.70104e+02	2.70260e+02	7.99410e+01
9.00000e-01	1.65415e-01	1.27140e+00	2.29191e+01	1.37872e-02	2.01144e-01	3.94796e+00	7.72794e+00	5.92784e-01	1.34645e+00	2.70122e+02	2.70299e+02	7.99315e+01
1.00000e+00	1.76886e-01	1.26981e+00	2.29003e+01	1.43444e-02	1.90964e-01	3.93727e+00	7.70682e+00	5.92886e-01	1.37981e+00	2.70141e+02	2.70337e+02	7.99178e+01
1.10000e+00	1.83029e-01	1.26970e+00	2.28629e+01	1.46792e-02	1.85537e-01	3.96735e+00	7.67080e+00	5.92425e-01	1.44050e+00	2.70160e+02	2.70376e+02	7.99026e+01
1.20000e+00	1.82273e-01	1.27056e+00	2.28274e+01	1.47088e-02	1.85208e-01	4.00421e+00	7.63120e+00	5.91592e-01	1.49711e+00	2.70178e+02	2.70414e+02	7.98879e+01
1.30000e+00	1.77479e-01	1.27152e+00	2.28066e+01	1.45153e-02	1.88300e-01	4.02374e+00	7.59649e+00	5.90612e-01	1.53042e+00	2.70196e+02	2.70452e+02	7.98751e+01
1.40000e+00	1.72951e-01	1.27206e+00	2.28020e+01	1.42802e-02	1.92016e-01	4.02002e+00	7.56939e+00	5.89665e-01	1.53858e+00	2.70214e+02	2.70489e+02	7.98643e+01
1.50000e+00	1.70687e-01	1.27210e+00	2.28072e+01	1.41263e-02	1.94393e-01	4.00140e+00	7.54773e+00	5.88827e-01	1.53202e+00	2.70231e+02	2.70526e+02	7.98547e+01
1.60000e+00	1.70472e-01	1.27187e+00	2.28145e+01	1.40717e-02	1.95093e-01	3.97953e+00	7.52792e+00	5.88085e-01	1.52268e+00	2.70247e+02	2.70563e+02	7.98454e+01
1.70000e+00	1.71331e-01	1.27157e+00	2.28193e+01	1.40803e-02	1.94740e-01	3.96198e+00	7.50742e+00	5.87391e-01	1.51751e+00	2.70264e+02	2.70599e+02	7.98359e+01
1.80000e+00	1.72341e-01	1.27135e+00	2.28206e+01	1.41081e-02	1.94110e-01	3.95095e+00	7.48537e+00	5.86699e-01	1.51792e+00	2.70280e+02	2.70635e+02	7.98261e+01
1.90000e+00	1.72939e-01	1.27125e+00	2.28197e+01	1.41241e-02	1.93731e-01	3.94485e+00	7.46219e+00	5.85988e-01	1.52191e+00	2.70296e+02	2.70670e+02	7.98161e+01
2.00000e+00	1.72983e-01	1.27126e+00	2.28183e+01	1.41163e-02	1.93787e-01	3.94075e+00	7.43880e+00	5.85258e-01	1.52657e+00	2.70311e+02	2.70705e+02	7.98061e+01
2.10000e+00	1.72640e-01	1.27129e+00	2.28179e+01	1.40886e-02	1.94190e-01	3.93625e+00	7.41603e+00	5.84525e-01	1.52979e+00	2.70327e+02	2.70740e+02	7.97964e+01
2.20000e+00	1.72178e-01	1.27132e+00	2.28190e+01	1.40523e-02	1.94740e-01	3.93024e+00	7.39427e+00	5.83802e-01	1.53086e+00	2.70341e+02	2.70775e+02	7.97868e+01
2.30000e+00	1.71798e-01	1.27132e+00	2.28212e+01	1.40176e-02	1.95260e-01	3.92286e+00	7.37355e+00	5.83100e-01	1.53019e+00	2.70356e+02	2.70809e+02	7.97774e+01
2.40000e+00	1.71570e-01	1.27128e+00	2.28240e+01	1.39895e-02	1.95665e-01	3.91484e+00	7.35363e+00	5.82419e-01	1.52865e+00	2.70370e+02	2.70843e+02	7.97681e+01
2.50000e+00	1.71465e-01	1.27123e+00	2.28270e+01	1.39679e-02	1.95962e-01	3.90692e+00	7.33430e+00	5.81759e-01	1.52699e+00	2.70384e+02	2.70876e+02	7.97589e+01
2.60000e+00	1.71416e-01	1.27118e+00	2.28298e+01	1.39501e-02	1.96198e-01	3.89949e+00	7.31540e+00	5.81115e-01	1.52560e+00	2.70398e+02	2.70909e+02	7.97497e+01
2.70000e+00	1.71364e-01	1.27114e+00	2.28325e+01	1.39332e-02	1.96426e-01	3.89261e+00	7.29690e+00	5.80484e-01	1.52450e+00	2.70411e+02	2.70942e+02	7.97406e+01
2.80000e+00	1.71279e-01	1.27110e+00	2.28352e+01	1.39154e-02	1.96674e-01	3.88612e+00	7.27884e+00	5.79866e-01	1.52354e+00	2.70424e+02	2.70975e+02	7.97315e+01
2.90000e+00	1.71163e-01	1.27107e+00	2.28379e+01	1.38965e-02	1.96948e-01	3.87981e+00	7.26127e+00	5.79259e-01	1.52254e+00	2.70437e+02	2.71007e+02	7.97224e+01
3.00000e+00	1.71030e-01	1.27104e+00	2.28407e+01	1.38770e-02	1.97237e-01	3.87356e+00	7.24424e+00	5.78667e-01	1.52139e+00	2.70450e+02	2.71039e+02	7.97134e+01
3.10000e+00	1.70898e-01	1.27102e+00	2.28436e+01	1.38575e-02	1.97527e-01	3.86733e+00	7.22774e+00	5.78088e-01	1.52011e+00	2.70462e+02	2.71070e+02	7.97044e+01
3.20000e+00	1.70776e-01	1.27098e+00	2.28467e+01	1.38387e-02	1.97808e-01	3.86113e+00	7.21177e+00	5.77524e-01	1.51872e+00	2.70474e+02	2.71102e+02	7.96955e+01
3.30000e+00	1.70666e-01	1.27095e+00	2.28497e+01	1.38207e-02	1.98076e-01	3.85503e+00	7.19630e+00	5.76974e-01	1.51730e+00	2.70486e+02	2.71133e+02	7.96867e+01
3.40000e+00	1.70565e-01	1.27092e+00	2.28528e+01	1.38034e-02	1.98335e-01	3.84907e+00	7.18130e+00	5.76438e-01	1.51590e+00	2.70497e+02	2.71164e+02	7.96778e+01
3.50000e+00	1.70468e-01	1.27089e+00	2.28559e+01	1.37867e-02	1.98586e-01	3.84325e+00	7.16675e+00	5.75915e-01	1.51454e+00	2.70508e+02	2.71194e+02	7.96690e+01
3.60000e+00	1.70372e-01	1.27086e+00	2.28590e+01	1.37704e-02	1.98833e-01	3.83759e+00	7.15265e+00	5.75406e-01	1.51321e+00	2.70519e+02	2.71225e+02	7.96603e+01
