24

1	1	2
2	1	6
3	2	1
4	2	5
5	2	7
6	3	2
7	3	5
8	3	8
9	4	2
10	4	11
11	5	3
12	5	5
13	5	9
14	5	14
15	6	3
16	6	4
17	6	5
18	6	12
19	7	3
20	7	4
21	7	5
22	7	10
23	8	5
24	8	13
