57

1	1	2
2	1	13
3	2	1
4	2	5
5	2	14
6	3	2
7	3	15
8	4	2
9	4	5
10	4	16
11	5	3
12	5	5
13	5	17
14	6	3
15	6	4
16	6	5
17	6	18
18	7	3
19	7	5
20	7	17
21	7	19
22	8	5
23	8	20
24	9	2
25	9	4
26	9	6
27	9	10
28	9	11
29	9	12
30	9	21
31	10	4
32	10	5
33	10	6
34	10	22
35	11	7
36	11	10
37	11	11
38	11	23
39	12	8
40	12	10
41	12	24
42	13	8
43	13	25
44	14	5
45	14	7
46	14	9
47	14	12
48	14	26
49	15	5
50	15	9
51	15	27
52	16	10
53	16	28
54	17	11
55	17	29
56	18	12
57	18	30
