0	 1.00000e-03	 0.00000e+00	  1.000000000000000e+00	  1.000000000000000e+00	  1.000000000000000e+00	  1.000000000000000e+00	  1.000000000000000e+00
1	 1.00000e-03	 1.00000e-03	  8.321671418781948e-01	  1.166183501437697e+00	  1.004754549565634e+00	  7.106781771185386e-01	  1.077519244234625e+00
2	 1.00000e-03	 2.00000e-03	  6.875670601605512e-01	  1.307255198888810e+00	  1.012403356108092e+00	  4.755317707054878e-01	  1.121826067972603e+00
3	 1.00000e-03	 3.00000e-03	  5.641068974785372e-01	  1.425513918894132e+00	  1.022738651605234e+00	  2.916375890921123e-01	  1.134474487304711e+00
4	 1.00000e-03	 4.00000e-03	  4.596839893539386e-01	  1.523141466623860e+00	  1.035632476207593e+00	  1.562608080987012e-01	  1.116743686543376e+00
5	 1.00000e-03	 5.00000e-03	  3.722378519458859e-01	  1.602190443780449e+00	  1.051016973612154e+00	  6.642996365030213e-02	  1.070118638146078e+00
6	 1.00000e-03	 6.00000e-03	  2.997817622823601e-01	  1.664578233162271e+00	  1.068866298935823e+00	  1.833836009786809e-02	  9.969093159916363e-01
7	 1.00000e-03	 7.00000e-03	  2.404215758733635e-01	  1.712094586408955e+00	  1.089053146356715e+00	  2.855844353890061e-03	  9.047110782632082e-01
8	 1.00000e-03	 8.00000e-03	  1.923631111391579e-01	  1.746471845218740e+00	  1.111086289904189e+00	 -8.051914821176932e-04	  8.126456687745163e-01
9	 1.00000e-03	 9.00000e-03	  1.539326790242800e-01	  1.769383082560224e+00	  1.134801126763004e+00	 -8.886568766942257e-04	  7.272163580090714e-01
10	 1.00000e-03	 1.00000e-02	  1.235845153639899e-01	  1.782553485623581e+00	  1.159994147330823e+00	 -1.023556360285643e-03	  6.503415868195075e-01
11	 1.00000e-03	 1.10000e-02	  9.993708574532051e-02	  1.787473982948888e+00	  1.186643951492647e+00	 -1.172224640407716e-03	  5.804875313756981e-01
12	 1.00000e-03	 1.20000e-02	  8.176493999058113e-02	  1.785444478186393e+00	  1.214757552479744e+00	 -1.325952048913736e-03	  5.163087687190716e-01
13	 1.00000e-03	 1.30000e-02	  6.799746362938024e-02	  1.777561265742084e+00	  1.244379854092652e+00	 -1.485153778721762e-03	  4.566071318442837e-01
14	 1.00000e-03	 1.40000e-02	  5.771623732255391e-02	  1.764704415452911e+00	  1.275607288084399e+00	 -1.653525659359556e-03	  4.003024629923509e-01
15	 1.00000e-03	 1.50000e-02	  5.015005685558523e-02	  1.747521807173458e+00	  1.308609592055785e+00	 -1.836722060340398e-03	  3.464000676009539e-01
