0.00000e+00	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03
1.00000e-01	2.50891e+01	2.75574e+02	1.55085e+02	-2.65958e+03	1.48111e+03	2.43093e+03	2.48026e+03	8.31178e+02	1.90790e+02	1.97120e+03	3.26094e+03	2.78959e+02	1.13623e+03
2.00000e-01	2.33293e+01	1.52487e+02	-1.63714e+02	-6.61382e+03	1.18903e+03	3.81608e+03	2.52371e+03	1.63025e+03	1.19673e+02	-9.64601e+02	8.34290e+03	-2.05578e+03	4.18918e+03
3.00000e-01	1.82313e+01	9.58644e+01	-2.29011e+02	-1.06144e+04	1.78868e+03	5.42778e+03	2.64734e+03	1.52890e+03	1.05764e+02	1.66956e+03	7.62471e+03	-3.38755e+03	7.07953e+03
4.00000e-01	1.91880e+01	9.86829e+01	-2.45092e+02	-1.46010e+04	2.48668e+03	7.09909e+03	2.74016e+03	1.33745e+03	1.03904e+02	3.78508e+03	7.33300e+03	-4.28999e+03	1.01411e+04
5.00000e-01	1.95838e+01	1.02778e+02	-2.49664e+02	-1.85720e+04	3.16871e+03	8.69282e+03	2.84876e+03	1.17009e+03	1.03827e+02	5.76287e+03	7.21343e+03	-4.99508e+03	1.34809e+04
6.00000e-01	1.98091e+01	1.05429e+02	-2.51220e+02	-2.25318e+04	3.81098e+03	1.01896e+04	2.96802e+03	1.04870e+03	1.03934e+02	7.70609e+03	7.17815e+03	-5.61887e+03	1.71651e+04
7.00000e-01	1.99610e+01	1.07248e+02	-2.51903e+02	-2.64835e+04	4.41443e+03	1.15956e+04	3.09296e+03	9.70453e+02	1.04032e+02	9.64957e+03	7.18513e+03	-6.22205e+03	2.12442e+04
8.00000e-01	2.00734e+01	1.08616e+02	-2.52295e+02	-3.04292e+04	4.98726e+03	1.29232e+04	3.22049e+03	9.25715e+02	1.04109e+02	1.16035e+04	7.21241e+03	-6.83697e+03	2.57621e+04
9.00000e-01	2.01614e+01	1.09713e+02	-2.52567e+02	-3.43703e+04	5.53828e+03	1.41842e+04	3.34861e+03	9.04654e+02	1.04170e+02	1.35692e+04	7.24819e+03	-7.48156e+03	3.07597e+04
1.00000e+00	2.02329e+01	1.10629e+02	-2.52778e+02	-3.83077e+04	6.07459e+03	1.53880e+04	3.47599e+03	8.99431e+02	1.04220e+02	1.55449e+04	7.28615e+03	-8.16660e+03	3.62782e+04
1.10000e+00	2.02925e+01	1.11416e+02	-2.52951e+02	-4.22422e+04	6.60132e+03	1.65413e+04	3.60171e+03	9.04451e+02	1.04263e+02	1.75287e+04	7.32294e+03	-8.89953e+03	4.23603e+04
1.20000e+00	2.03432e+01	1.12105e+02	-2.53098e+02	-4.61742e+04	7.12191e+03	1.76492e+04	3.72513e+03	9.15942e+02	1.04300e+02	1.95185e+04	7.35681e+03	-9.68641e+03	4.90513e+04
1.30000e+00	2.03870e+01	1.12718e+02	-2.53226e+02	-5.01040e+04	7.63859e+03	1.87150e+04	3.84579e+03	9.31435e+02	1.04332e+02	2.15129e+04	7.38692e+03	-1.05329e+04	5.64002e+04
1.40000e+00	2.04253e+01	1.13269e+02	-2.53338e+02	-5.40321e+04	8.15282e+03	1.97414e+04	3.96340e+03	9.49332e+02	1.04361e+02	2.35106e+04	7.41285e+03	-1.14447e+04	6.44599e+04
1.50000e+00	2.04591e+01	1.13768e+02	-2.53438e+02	-5.79585e+04	8.66551e+03	2.07303e+04	4.07772e+03	9.68606e+02	1.04387e+02	2.55106e+04	7.43438e+03	-1.24278e+04	7.32877e+04
1.60000e+00	2.04893e+01	1.14225e+02	-2.53527e+02	-6.18837e+04	9.17725e+03	2.16833e+04	4.18865e+03	9.88592e+02	1.04411e+02	2.75118e+04	7.45139e+03	-1.34886e+04	8.29464e+04
1.70000e+00	2.05164e+01	1.14645e+02	-2.53609e+02	-6.58075e+04	9.68842e+03	2.26016e+04	4.29609e+03	1.00886e+03	1.04432e+02	2.95134e+04	7.46372e+03	-1.46342e+04	9.35040e+04
1.80000e+00	2.05409e+01	1.15033e+02	-2.53683e+02	-6.97303e+04	1.01993e+04	2.34862e+04	4.40002e+03	1.02913e+03	1.04452e+02	3.15142e+04	7.47115e+03	-1.58720e+04	1.05035e+05
1.90000e+00	2.05631e+01	1.15394e+02	-2.53751e+02	-7.36522e+04	1.07099e+04	2.43382e+04	4.50042e+03	1.04921e+03	1.04470e+02	3.35133e+04	7.47337e+03	-1.72103e+04	1.17619e+05
2.00000e+00	2.05835e+01	1.15730e+02	-2.53814e+02	-7.75731e+04	1.12205e+04	2.51582e+04	4.59734e+03	1.06899e+03	1.04487e+02	3.55094e+04	7.46992e+03	-1.86580e+04	1.31346e+05
2.10000e+00	2.06022e+01	1.16044e+02	-2.53872e+02	-8.14933e+04	1.17311e+04	2.59470e+04	4.69080e+03	1.08840e+03	1.04503e+02	3.75012e+04	7.46017e+03	-2.02249e+04	1.46312e+05
2.20000e+00	2.06195e+01	1.16340e+02	-2.53926e+02	-8.54127e+04	1.22417e+04	2.67050e+04	4.78087e+03	1.10738e+03	1.04517e+02	3.94870e+04	7.44323e+03	-2.19215e+04	1.62622e+05
2.30000e+00	2.06355e+01	1.16618e+02	-2.53976e+02	-8.93314e+04	1.27523e+04	2.74326e+04	4.86761e+03	1.12591e+03	1.04531e+02	4.14648e+04	7.41786e+03	-2.37596e+04	1.80392e+05
2.40000e+00	2.06506e+01	1.16882e+02	-2.54023e+02	-9.32496e+04	1.32630e+04	2.81299e+04	4.95110e+03	1.14398e+03	1.04544e+02	4.34321e+04	7.38236e+03	-2.57517e+04	1.99749e+05
2.50000e+00	2.06647e+01	1.17132e+02	-2.54067e+02	-9.71672e+04	1.37738e+04	2.87970e+04	5.03142e+03	1.16159e+03	1.04557e+02	4.53856e+04	7.33425e+03	-2.79117e+04	2.20833e+05
2.60000e+00	2.06782e+01	1.17371e+02	-2.54109e+02	-1.01084e+05	1.42846e+04	2.94333e+04	5.10865e+03	1.17877e+03	1.04568e+02	4.73210e+04	7.26988e+03	-3.02550e+04	2.43800e+05
2.70000e+00	2.06911e+01	1.17600e+02	-2.54149e+02	-1.05001e+05	1.47953e+04	3.00379e+04	5.18288e+03	1.19554e+03	1.04579e+02	4.92320e+04	7.18349e+03	-3.27984e+04	2.68823e+05
2.80000e+00	2.07037e+01	1.17822e+02	-2.54187e+02	-1.08917e+05	1.53061e+04	3.06089e+04	5.25419e+03	1.21194e+03	1.04590e+02	5.11094e+04	7.06519e+03	-3.55606e+04	2.96102e+05
2.90000e+00	2.07162e+01	1.18039e+02	-2.54223e+02	-1.12833e+05	1.58167e+04	3.11425e+04	5.32268e+03	1.22806e+03	1.04601e+02	5.29370e+04	6.89565e+03	-3.85627e+04	3.25874e+05
3.00000e+00	2.07292e+01	1.18257e+02	-2.54259e+02	-1.16748e+05	1.63271e+04	3.16303e+04	5.38843e+03	1.24405e+03	1.04611e+02	5.46810e+04	6.62569e+03	-4.18282e+04	3.58455e+05
3.10000e+00	2.07447e+01	1.18495e+02	-2.54297e+02	-1.20663e+05	1.68364e+04	3.20294e+04	5.45148e+03	1.26066e+03	1.04622e+02	5.61651e+04	5.89789e+03	-4.53689e+04	3.94700e+05
