0.00000e+00	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03	1.00000e+03
1.00000e-01	9.94872e+00	5.71754e+01	3.27307e+01	2.84684e+01	1.21374e+03	1.99931e+03	2.81304e+03	1.02080e+03	6.28651e+01	1.67496e+02	3.03288e+03	1.57813e+02	1.13539e+03
2.00000e-01	6.76965e+00	1.97271e+01	3.59108e+01	2.34618e+01	1.03357e+03	2.48139e+03	2.85843e+03	1.23154e+03	5.52028e+01	5.83794e+01	2.67203e+03	1.06750e+02	7.37486e+02
3.00000e-01	5.33167e+00	1.04475e+01	4.00679e+01	2.06165e+01	8.56692e+02	2.85558e+03	2.81014e+03	1.43953e+03	4.89015e+01	4.69004e+01	2.32236e+03	7.53360e+01	4.85808e+02
4.00000e-01	4.26064e+00	6.23956e+00	4.59125e+01	1.72348e+01	6.98944e+02	3.16123e+03	2.73122e+03	1.63706e+03	4.14199e+01	3.62320e+01	2.02698e+03	5.79668e+01	3.49851e+02
5.00000e-01	3.60867e+00	4.55293e+00	5.06216e+01	1.47315e+01	5.64159e+02	3.40937e+03	2.65140e+03	1.82310e+03	3.58612e+01	2.83543e+01	1.77054e+03	4.95133e+01	2.84854e+02
6.00000e-01	3.24648e+00	3.81491e+00	5.30297e+01	1.32512e+01	4.50452e+02	3.61335e+03	2.57957e+03	1.99628e+03	3.25363e+01	2.30686e+01	1.55353e+03	4.56126e+01	2.55608e+02
7.00000e-01	3.03729e+00	3.44204e+00	5.35917e+01	1.23844e+01	3.56682e+02	3.78470e+03	2.51685e+03	2.15563e+03	3.05634e+01	1.93821e+01	1.37518e+03	4.37436e+01	2.42238e+02
8.00000e-01	2.90266e+00	3.22267e+00	5.30074e+01	1.18272e+01	2.82520e+02	3.93201e+03	2.46248e+03	2.30087e+03	2.92794e+01	1.66516e+01	1.23079e+03	4.27242e+01	2.35484e+02
9.00000e-01	2.80633e+00	3.07603e+00	5.18406e+01	1.14288e+01	2.27290e+02	4.06130e+03	2.41532e+03	2.43243e+03	2.83531e+01	1.45616e+01	1.11444e+03	4.20561e+01	2.31434e+02
1.00000e+00	2.73272e+00	2.96882e+00	5.05605e+01	1.11235e+01	1.89113e+02	4.17653e+03	2.37422e+03	2.55158e+03	2.76395e+01	1.29593e+01	1.02093e+03	4.15419e+01	2.28523e+02
1.10000e+00	2.67488e+00	2.88558e+00	4.95238e+01	1.08826e+01	1.64804e+02	4.28006e+03	2.33808e+03	2.66018e+03	2.70744e+01	1.17520e+01	9.46313e+02	4.11086e+01	2.26156e+02
1.20000e+00	2.62906e+00	2.81836e+00	4.88988e+01	1.06909e+01	1.50610e+02	4.37339e+03	2.30598e+03	2.76033e+03	2.66239e+01	1.08608e+01	8.87584e+02	4.07331e+01	2.24128e+02
1.30000e+00	2.59275e+00	2.76299e+00	4.86722e+01	1.05382e+01	1.43165e+02	4.45767e+03	2.27713e+03	2.85380e+03	2.62645e+01	1.02121e+01	8.42182e+02	4.04104e+01	2.22380e+02
1.40000e+00	2.56406e+00	2.71722e+00	4.87401e+01	1.04165e+01	1.39970e+02	4.53399e+03	2.25095e+03	2.94191e+03	2.59779e+01	9.74384e+00	8.07743e+02	4.01400e+01	2.20904e+02
1.50000e+00	2.54152e+00	2.67960e+00	4.89912e+01	1.03199e+01	1.39383e+02	4.60346e+03	2.22699e+03	3.02550e+03	2.57499e+01	9.40823e+00	7.82100e+02	3.99205e+01	2.19693e+02
1.60000e+00	2.52399e+00	2.64894e+00	4.93418e+01	1.02433e+01	1.40395e+02	4.66709e+03	2.20491e+03	3.10508e+03	2.55692e+01	9.17011e+00	7.63352e+02	3.97479e+01	2.18732e+02
1.70000e+00	2.51048e+00	2.62409e+00	4.97383e+01	1.01828e+01	1.42398e+02	4.72578e+03	2.18446e+03	3.18100e+03	2.54266e+01	9.00388e+00	7.49919e+02	3.96165e+01	2.17993e+02
1.80000e+00	2.50018e+00	2.60403e+00	5.01495e+01	1.01354e+01	1.45024e+02	4.78029e+03	2.16545e+03	3.25351e+03	2.53145e+01	8.89086e+00	7.40528e+02	3.95199e+01	2.17445e+02
1.90000e+00	2.49242e+00	2.58782e+00	5.05585e+01	1.00981e+01	1.48049e+02	4.83123e+03	2.14772e+03	3.32277e+03	2.52266e+01	8.81726e+00	7.34185e+02	3.94516e+01	2.17055e+02
2.00000e+00	2.48663e+00	2.57470e+00	5.09565e+01	1.00690e+01	1.51330e+02	4.87909e+03	2.13114e+03	3.38894e+03	2.51578e+01	8.77287e+00	7.30121e+02	3.94058e+01	2.16790e+02
2.10000e+00	2.48238e+00	2.56401e+00	5.13393e+01	1.00461e+01	1.54772e+02	4.92428e+03	2.11561e+03	3.45217e+03	2.51038e+01	8.75009e+00	7.27754e+02	3.93773e+01	2.16623e+02
2.20000e+00	2.47930e+00	2.55525e+00	5.17054e+01	1.00282e+01	1.58311e+02	4.96710e+03	2.10104e+03	3.51258e+03	2.50614e+01	8.74323e+00	7.26641e+02	3.93621e+01	2.16532e+02
2.30000e+00	2.47712e+00	2.54800e+00	5.20544e+01	1.00140e+01	1.61904e+02	5.00781e+03	2.08735e+03	3.57030e+03	2.50280e+01	8.74806e+00	7.26451e+02	3.93568e+01	2.16497e+02
2.40000e+00	2.47561e+00	2.54194e+00	5.23867e+01	1.00029e+01	1.65518e+02	5.04661e+03	2.07448e+03	3.62544e+03	2.50016e+01	8.76140e+00	7.26933e+02	3.93588e+01	2.16505e+02
2.50000e+00	2.47463e+00	2.53683e+00	5.27028e+01	9.99402e+00	1.69129e+02	5.08367e+03	2.06236e+03	3.67812e+03	2.49806e+01	8.78088e+00	7.27901e+02	3.93662e+01	2.16543e+02
2.60000e+00	2.47404e+00	2.53249e+00	5.30036e+01	9.98696e+00	1.72720e+02	5.11912e+03	2.05095e+03	3.72845e+03	2.49639e+01	8.80472e+00	7.29215e+02	3.93774e+01	2.16603e+02
2.70000e+00	2.47374e+00	2.52875e+00	5.32898e+01	9.98131e+00	1.76276e+02	5.15307e+03	2.04020e+03	3.77654e+03	2.49505e+01	8.83160e+00	7.30772e+02	3.93912e+01	2.16678e+02
2.80000e+00	2.47367e+00	2.52551e+00	5.35621e+01	9.97677e+00	1.79789e+02	5.18562e+03	2.03007e+03	3.82249e+03	2.49398e+01	8.86051e+00	7.32492e+02	3.94069e+01	2.16764e+02
2.90000e+00	2.47377e+00	2.52268e+00	5.38214e+01	9.97312e+00	1.83249e+02	5.21686e+03	2.02051e+03	3.86640e+03	2.49311e+01	8.89071e+00	7.34319e+02	3.94237e+01	2.16856e+02
3.00000e+00	2.47399e+00	2.52019e+00	5.40683e+01	9.97018e+00	1.86651e+02	5.24685e+03	2.01149e+03	3.90835e+03	2.49242e+01	8.92165e+00	7.36209e+02	3.94412e+01	2.16953e+02
3.10000e+00	2.47431e+00	2.51798e+00	5.43035e+01	9.96781e+00	1.89990e+02	5.27567e+03	2.00298e+03	3.94845e+03	2.49186e+01	8.95292e+00	7.38131e+02	3.94590e+01	2.17051e+02
3.20000e+00	2.47470e+00	2.51602e+00	5.45275e+01	9.96591e+00	1.93263e+02	5.30337e+03	1.99494e+03	3.98677e+03	2.49141e+01	8.98420e+00	7.40061e+02	3.94769e+01	2.17150e+02
3.30000e+00	2.47514e+00	2.51427e+00	5.47411e+01	9.96440e+00	1.96467e+02	5.32999e+03	1.98735e+03	4.02339e+03	2.49105e+01	9.01528e+00	7.41982e+02	3.94946e+01	2.17249e+02
3.40000e+00	2.47562e+00	2.51269e+00	5.49446e+01	9.96321e+00	1.99599e+02	5.35560e+03	1.98018e+03	4.05840e+03	2.49077e+01	9.04598e+00	7.43880e+02	3.95122e+01	2.17346e+02
3.50000e+00	2.47613e+00	2.51128e+00	5.51387e+01	9.96229e+00	2.02660e+02	5.38024e+03	1.97341e+03	4.09186e+03	2.49055e+01	9.07619e+00	7.45748e+02	3.95294e+01	2.17441e+02
3.60000e+00	2.47665e+00	2.51000e+00	5.53237e+01	9.96160e+00	2.05647e+02	5.40393e+03	1.96701e+03	4.12385e+03	2.49039e+01	9.10581e+00	7.47579e+02	3.95462e+01	2.17534e+02
