Dependent Variables,13
Independent Variables,35
Fluxs,32
Kinetic Orders > 0,84

Lx[13][14-48],Y1(X14),Y2(X15),Y3(X16),Y4(X17),Y5(X18),Y6(X19),Y7(X20),Y8(X21),Y9(X22),Y10(X23),Y11(X24),Y12(X25),Y13(X26),Y14(X27),Y15(X28),Y16(X29),Y17(X30),Y18(X31),Y19(X32),Y20(X33),Y21(X34),Y22(X35),Y23(X36),Y24(X37),Y25(X38),Y26(X39),Y27(X40),Y28(X41),Y29(X42),Y30(X43),Y31(X44),Y32(X45),Y33(X46),Y34(X47),Y35(X48)
v11,  1.044577922403372e-02, -6.110231534569285e-02,  6.337574118299194e-01,  4.661779912266128e-02,  2.973522010876554e-01, -3.100538405767831e-01,  3.141268929619161e-02, -2.784214384326905e-02, -6.966686644206635e-02,  6.954033191338871e-02,  1.026011237335505e-01,  0.000000000000000e+00,  0.000000000000000e+00,  3.547966205452348e-02,  6.301391661651644e-02,  1.805139534064072e-02,  7.890639191756131e-02,  6.224594372239317e-02, -3.538299713932096e-02, -6.228394348340455e-02,  1.650795905472823e-01,  4.420810702411847e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961396e-02,  6.499909208166441e-02, -1.284189856877928e-01, -3.443298218271421e-02, -9.952564286486301e-02, -8.611568965099095e-02, -9.921602961640491e-03, -5.056681510298032e-02,  1.383425603880577e-01, -8.918776438840000e-02,  1.586805261460066e-02
v12,  1.044577922403372e-02, -6.110231534569289e-02,  6.337574118299195e-01,  4.661779912266117e-02,  2.973522010876554e-01, -3.100538405767831e-01,  3.141268929619159e-02, -2.784214384326904e-02, -6.966686644206635e-02,  6.954033191338874e-02,  1.026011237335500e-01,  0.000000000000000e+00,  0.000000000000000e+00,  3.547966205452347e-02,  6.301391661651641e-02,  1.805139534064072e-02,  7.890639191756144e-02,  6.224594372239318e-02, -3.538299713932095e-02, -6.228394348340458e-02,  1.650795905472823e-01,  4.420810702411847e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961395e-02,  6.499909208166441e-02, -1.284189856877928e-01, -3.443298218271420e-02, -9.952564286486300e-02, -8.611568965099096e-02, -9.921602961640486e-03, -5.056681510298032e-02,  1.383425603880577e-01, -8.918776438840002e-02,  1.586805261460070e-02
v13,  1.044577922403372e-02, -6.110231534569290e-02,  6.337574118299196e-01,  4.661779912266110e-02,  2.973522010876554e-01, -3.100538405767832e-01,  3.141268929619161e-02, -2.784214384326906e-02, -6.966686644206636e-02,  6.954033191338874e-02,  1.026011237335502e-01,  0.000000000000000e+00,  2.220446049250313e-16,  3.547966205452349e-02,  6.301391661651641e-02,  1.805139534064073e-02,  7.890639191756159e-02,  6.224594372239318e-02, -3.538299713932098e-02, -6.228394348340456e-02,  1.650795905472823e-01,  4.420810702411848e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961396e-02,  6.499909208166443e-02, -1.284189856877929e-01, -3.443298218271421e-02, -9.952564286486304e-02, -8.611568965099099e-02, -9.921602961640488e-03, -5.056681510298033e-02,  1.383425603880576e-01, -8.918776438840006e-02,  1.586805261460067e-02
v14, -3.070144671923461e-02, -1.180391746983508e-01, -2.499620833956750e-01,  1.834790606944848e-02,  2.246315127141304e-01, -2.707653299390920e-01, -8.669737702301578e-02,  8.637535470699975e-02, -3.806366193466844e-02,  3.799452767086955e-02,  5.605784625261664e-02,  0.000000000000000e+00,  1.110223024625157e-16,  7.964867825128850e-01,  9.065513687387124e-02, -5.600127936559984e-02,  5.076372744019222e-02,  3.330174772019685e-02,  2.029587424224779e-01, -3.332207769479362e-02,  9.698480216191402e-02, -9.956329738647099e-02,  3.692987352507534e-01,  4.963063361408858e-02, -2.576008564332089e-02,  8.950036888194193e-01, -7.544657628162076e-02,  7.754824795122500e-02, -2.868585266287719e-01, -3.860479501154227e-02,  2.002506128342251e-02, -6.962787417423570e-01,  1.246354105648642e-01, -3.396736397913484e-02, -9.492844871814315e-03
v15,  9.882589484955769e-02, -9.064195660167668e-01, -1.377573761250746e-01,  6.352372532825641e-02,  2.028821384636781e-01, -1.428498240020566e-01,  2.833235202694641e-01, -2.746050528498993e-01, -6.085126297773481e-02,  6.074074005236786e-02,  8.961803911925993e-02,  0.000000000000000e+00,  2.027289061138342e-16,  2.261930452929356e-01,  9.040868028568273e-01,  1.780396078490001e-01,  1.554355483379492e-01,  4.637172379520818e-02, -2.255767786692840e-01, -4.640003269883348e-02,  3.595856267786303e-01,  3.434223061627181e-01,  8.139630686335175e-01,  1.630049144138394e-01,  9.179501397135209e-02,  4.110678567403152e-01, -2.797294402398866e-01, -2.674861002936891e-01, -6.322584517921617e-01, -1.267920807892717e-01, -7.135848869996139e-02, -3.197951177602610e-01, -9.562103039212851e-01, -1.138333311027208e+00,  1.064322560767809e+00
v16, -4.630602680771501e-02,  1.688785572834949e-01, -3.397784607177864e-02,  7.813029093844681e-04, -6.890299623668701e-01,  9.541353787558045e-01,  7.303303837493863e-01, -7.169451084434348e-01,  6.275515645225471e-02, -6.264117552345293e-02, -9.242197763308935e-02,  0.000000000000000e+00,  5.890495667862099e-17, -1.912853912284148e-01,  1.862555080779106e-03,  4.648298515697719e-01, -7.727211520170497e-02, -5.549786569869945e-02,  1.907642310749116e-01,  5.553174590851033e-02, -8.845362003394561e-02,  8.638453143113787e-01,  3.062456970684496e-02,  2.396403274695480e-03,  2.275978807961668e-01,  4.778565107944296e-01,  6.880998509576045e-02, -6.728351951391427e-01, -2.378811002095832e-02, -1.864023294644107e-03, -1.769272654612487e-01, -3.717541438384733e-01, -1.076298376189696e+00, -5.141450657439193e-01,  7.105072529310044e-01
v17,  1.328023839867133e-02, -8.391296179108712e-02,  6.972937567599644e-01,  5.265577850367877e-02,  3.352777024940466e-01, -3.493997473393141e-01,  3.791090603877521e-02, -3.703237167659946e-02, -1.181656977824175e-03,  1.179510758015770e-03,  1.740272528163334e-03,  0.000000000000000e+00,  0.000000000000000e+00,  4.302967947427459e-02,  8.627129756842579e-02,  2.400986020684801e-02,  1.044847371637724e-01,  8.396413440312560e-02, -4.291244441405390e-02, -8.401539263539012e-02,  1.084769041611166e-01,  4.527420957939444e-02,  1.565669678679496e-01,  1.252753721688855e-01,  1.199685665226942e-02,  8.017777012277907e-02, -8.438653110744489e-02, -3.526335228362661e-02, -1.216158232733690e-01, -9.744445537768920e-02, -9.325970146082154e-03, -6.237524782767721e-02,  1.365167320315157e-01, -1.161586438477545e-01,  3.739643104394091e-02
v18, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372474e-02, -1.087126200292700e-01, -4.636228443285331e-02,  3.915408276977914e-02,  1.496609384052493e-01, -1.493891122521624e-01, -2.204115276544763e-01,  0.000000000000000e+00, -5.551115123125785e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01,  8.644521800580077e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569718e-02, -5.125309941268777e-02, -6.797648763485368e-01,  5.437547294569637e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02,  2.448527172678102e-01,  1.912040367279921e-01, -1.991537192882608e-01
v19,  4.115662969543531e-02,  3.057326269516002e-02, -7.020464741624470e-01,  3.475435724417986e-02,  1.620299798907423e-01, -1.486949107409264e-01,  1.186353188320593e-01, -1.138413573047555e-01, -5.310648107347782e-02,  5.301002483975373e-02,  7.821199537091907e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.302530590423499e-01, -3.199767187669649e-03,  7.380880432165725e-02,  5.294411475001205e-02,  4.811568211250443e-02,  7.703742691546673e-01, -4.814505566380488e-02,  1.193681168026161e-01,  1.464927672696410e-01,  8.454658174813571e-01,  9.678185474251166e-02,  3.957233157450317e-02,  4.378415220300995e-01, -9.285904109910756e-02, -1.141008558122633e-01, -6.567287010961880e-01, -7.528099867157291e-02, -3.076225661201581e-02, -3.406240084259433e-01,  5.480621051290828e-02, -8.147358394711597e-02,  3.046863494172644e-02
v20,  1.328023839867133e-02, -8.391296179108711e-02,  6.972937567599643e-01,  5.265577850367875e-02,  3.352777024940466e-01, -3.493997473393140e-01,  3.791090603877521e-02, -3.703237167659945e-02, -1.181656977824175e-03,  1.179510758015770e-03,  1.740272528163334e-03,  0.000000000000000e+00,  0.000000000000000e+00,  4.302967947427459e-02,  8.627129756842578e-02,  2.400986020684800e-02, -8.955152628362276e-01,  8.396413440312558e-02, -4.291244441405389e-02,  9.159846073646101e-01,  1.084769041611165e-01,  4.527420957939443e-02,  1.565669678679496e-01,  1.252753721688855e-01,  1.199685665226941e-02,  8.017777012277906e-02, -8.438653110744487e-02, -3.526335228362660e-02, -1.216158232733689e-01, -9.744445537768917e-02, -9.325970146082153e-03, -6.237524782767719e-02,  1.365167320315157e-01, -1.161586438477545e-01,  3.739643104394090e-02
v21,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v22,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v23,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v24,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v25,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  9.999999999999999e-01,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v26,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v27, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372474e-02, -1.087126200292700e-01, -4.636228443285331e-02,  3.915408276977914e-02,  1.496609384052493e-01, -1.493891122521624e-01, -2.204115276544763e-01,  0.000000000000000e+00, -5.551115123125785e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01, -1.355478199419925e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569718e-02, -5.125309941268777e-02,  3.202351236514634e-01,  5.437547294569637e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02,  2.448527172678102e-01,  1.912040367279921e-01, -1.991537192882608e-01
v28, -2.012435073247113e-03,  4.793282221787624e-02, -3.419907206511503e-01, -2.951899407116310e-02, -5.318191695665762e-01,  6.711927384292730e-01,  1.937879630554249e-01,  1.666943269896151e-01,  7.510318250972194e-02, -7.496677410948248e-02, -1.106073993994159e-01,  0.000000000000000e+00,  0.000000000000000e+00,  5.221432143555894e-03, -8.154953560426201e-02, -1.080759159377389e-01, -9.263868445161717e-02, -6.640292383738752e-02, -5.207206266922199e-03,  6.644346134208874e-02, -1.583206020973529e-01,  1.069776807656572e+00, -1.190041897411356e-01, -7.082301089652321e-02,  4.148071576838789e-01, -1.487184874737702e-01,  1.231610223130483e-01,  1.667680831159917e-01,  9.243835213411643e-02,  5.508911772152705e-02, -3.224577304763624e-01,  1.156973123414198e-01, -1.841007650342538e-01,  2.085743024181593e-01, -8.965990323460286e-02
v29,  4.115662969543533e-02,  3.057326269516004e-02, -7.020464741624474e-01,  3.475435724417987e-02,  1.620299798907424e-01, -1.486949107409265e-01,  1.186353188320593e-01, -1.138413573047555e-01, -5.310648107347784e-02,  5.301002483975375e-02,  7.821199537091911e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.302530590423500e-01, -3.199767187669651e-03,  7.380880432165728e-02,  5.294411475001207e-02,  4.811568211250445e-02, -2.296257308453327e-01, -4.814505566380490e-02,  1.193681168026161e-01,  1.464927672696410e-01,  8.454658174813574e-01,  9.678185474251171e-02,  3.957233157450319e-02,  4.378415220300997e-01, -9.285904109910760e-02, -1.141008558122634e-01,  3.432712989038117e-01, -7.528099867157294e-02, -3.076225661201583e-02, -3.406240084259435e-01,  5.480621051290831e-02, -8.147358394711601e-02,  3.046863494172646e-02
v30,  6.240603868626259e-03,  7.564240146303856e-04,  1.085119634568115e+00, -4.347788270211922e-01, -4.502854003624141e-01, -3.193093691143249e-01,  1.802877226898192e-02, -1.722951602511395e-02, -9.779525093242543e-03,  9.761762738459532e-03,  1.440268976331147e-02,  0.000000000000000e+00,  2.775557561562893e-17,  3.361993800119767e-02,  3.116497745362045e-03,  1.117072043905938e-02, -3.866601705263748e-03,  1.011920518555084e-02, -3.352833993436701e-02, -1.012538273473206e-02,  5.292242620199526e-03,  2.242877429755336e-02,  1.233511356961456e-01,  1.682194047557096e-01,  6.083957279792006e-03,  6.381819538606369e-02, -4.116950054495509e-03, -1.746941087856211e-02, -9.581490989877377e-02,  8.691518692254946e-01, -4.729472528176478e-03, -4.964812250359542e-02, -3.476250613916835e-01, -1.616010036149868e-02,  1.148527298302533e-01
v31, -9.097603205322670e-03,  3.317905270586971e-02, -6.675523309658506e-03,  1.535001886959391e-04, -1.353716055195605e-01,  1.874560543949396e-01, -2.318734914627022e-01, -1.408560087372620e-01,  1.232931330647952e-02, -1.230691982263520e-02, -1.815786276478735e-02,  0.000000000000000e+00,  0.000000000000000e+00, -3.758125471652617e-02,  3.659304898550232e-04,  9.132369670002113e-02, -1.518141571204662e-02, -1.090349562845530e-02,  3.747886397800125e-02,  1.091015196946794e-02, -1.737821170632466e-02,  1.697170420821506e-01,  6.016715376673189e-03,  4.708140088037750e-04,  8.482485222788322e-01,  9.388300452422750e-02,  1.351888693808419e-02, -1.321898692230687e-01, -4.673577089088139e-03, -3.662189453344535e-04,  3.405989064865390e-01, -7.303739758586660e-02, -2.114570441935553e-01, -1.010125057270816e-01,  1.395911829903133e-01
v32, -3.070144671923460e-02, -1.180391746983508e-01, -2.499620833956750e-01,  1.834790606944847e-02,  2.246315127141304e-01, -2.707653299390920e-01, -8.669737702301576e-02,  8.637535470699974e-02, -3.806366193466843e-02,  3.799452767086954e-02,  5.605784625261663e-02,  0.000000000000000e+00,  1.110223024625157e-16, -2.035132174871149e-01,  9.065513687387122e-02, -5.600127936559983e-02,  5.076372744019221e-02,  3.330174772019684e-02,  2.029587424224779e-01, -3.332207769479362e-02,  9.698480216191399e-02, -9.956329738647096e-02,  3.692987352507534e-01,  4.963063361408857e-02, -2.576008564332088e-02,  8.950036888194191e-01, -7.544657628162074e-02,  7.754824795122499e-02, -2.868585266287719e-01, -3.860479501154226e-02,  2.002506128342250e-02,  3.037212582576431e-01,  1.246354105648642e-01, -3.396736397913484e-02, -9.492844871814314e-03

Sxgamma[13][32],É¡1,É¡2,É¡3,É¡4,É¡5,É¡6,É¡7,É¡8,É¡9,É¡10,É¡11,É¡12,É¡13,É¡14,É¡15,É¡16,É¡17,É¡18,É¡19,É¡20,É¡21,É¡22,É¡23,É¡24,É¡25,É¡26,É¡27,É¡28,É¡29,É¡30,É¡31,É¡32
X1,  1.328023839867133e-02, -8.391296179108712e-02,  6.972937567599643e-01,  5.265577850367875e-02,  3.352777024940466e-01, -3.493997473393138e-01,  3.791090603877521e-02, -3.703237167659946e-02, -1.181656977824175e-03,  1.179510758015770e-03,  1.740272528163334e-03, -0.000000000000000e+00, -0.000000000000000e+00,  4.302967947427459e-02,  8.627129756842579e-02,  2.400986020684801e-02, -8.955152628362274e-01,  8.396413440312557e-02, -4.291244441405389e-02, -8.401539263539010e-02,  1.084769041611165e-01,  4.527420957939443e-02,  1.565669678679496e-01,  1.252753721688855e-01,  1.199685665226942e-02,  8.017777012277906e-02, -8.438653110744486e-02, -3.526335228362659e-02, -1.216158232733689e-01, -9.744445537768917e-02, -9.325970146082153e-03, -6.237524782767719e-02
X2,  1.561566963889885e-02, -9.550793886898251e-02,  9.727446010137847e-01,  7.205540287097745e-02,  4.991689874422311e-01, -5.339260931802662e-01,  2.394518180615750e-02, -6.020150433400219e-02, -1.112503529495976e-01,  1.110482911705250e-01, -1.308896426122403e+00, -0.000000000000000e+00, -0.000000000000000e+00,  5.165096415818561e-02,  1.021946848635138e-01,  3.903151858390706e-02,  1.268772334761468e-01,  9.931930735712857e-02, -5.151024026789584e-02, -9.937993958017299e-02,  2.613521121954726e-01, -5.809342458369966e-02,  2.024046325245123e-01,  1.712047620063554e-01, -2.897442790726733e-02,  1.128538171362234e-01, -2.033114635445608e-01,  4.524803227905842e-02, -1.572209410070032e-01, -1.331702672516164e-01,  2.252378747993699e-02, -8.779596640554845e-02
X3, -2.012435073247113e-03,  4.793282221787626e-02, -3.419907206511503e-01, -2.951899407116310e-02, -5.318191695665763e-01,  6.711927384292726e-01,  1.937879630554249e-01,  1.666943269896152e-01,  7.510318250972195e-02, -7.496677410948246e-02, -1.106073993994159e-01, -0.000000000000000e+00, -0.000000000000000e+00,  5.221432143555894e-03, -8.154953560426202e-02, -1.080759159377389e-01, -9.263868445161716e-02, -6.640292383738751e-02, -5.207206266922199e-03,  6.644346134208873e-02, -1.583206020973529e-01,  1.069776807656572e+00, -1.190041897411356e-01, -7.082301089652321e-02,  4.148071576838789e-01, -1.487184874737702e-01,  1.231610223130483e-01, -8.332319168840083e-01,  9.243835213411643e-02,  5.508911772152705e-02, -3.224577304763624e-01,  1.156973123414198e-01
X4,  1.090557011663534e-02, -6.379185027748449e-02,  6.616534528842549e-01,  4.866977045098619e-02,  3.104407252678891e-01, -3.237014516411022e-01,  3.279537871942603e-02, -2.906766889937835e-02, -7.273338642292670e-02,  7.260128223566850e-02,  1.071173078545813e-01, -0.000000000000000e+00, -1.044016906995672e+00,  3.704136703941532e-02,  6.578759432365865e-02,  1.884596193049182e-02,  8.237960723196092e-02,  6.498581763807958e-02, -3.694044723363060e-02, -6.502549003103725e-02,  1.723458835312856e-01,  4.615401115945381e-02,  1.337681066516251e-01,  1.155841769107255e-01,  1.332486519743638e-02,  6.786015107262616e-02, -1.340715922372909e-01, -3.594861555703437e-02, -1.039064538305302e-01, -8.990623595322680e-02, -1.035832123645100e-02, -5.279260990043555e-02
X5,  2.618084178541616e-02,  4.489115981494873e-02,  3.841792944839925e-01,  4.366043516332761e-03, -1.853492778110811e+00,  2.571531769914255e+00,  1.173147661196996e+00, -1.932500648088237e+00,  1.631867581018867e-01, -1.628903652744581e-01, -2.403315322587655e-01, -0.000000000000000e+00, -0.000000000000000e+00,  1.549532306974133e-01, -2.221840017940336e-01, -5.275856187889084e-01, -2.263134867473360e-01, -1.419691396921566e-01, -1.545310581050503e-01,  1.420558086870609e-01, -2.791188898661925e-01,  2.329347411367670e+00, -1.954031341788355e-01,  6.429219462135633e-03,  2.317133065890237e+00, -5.829625900247712e-01,  2.171326243546301e-01, -1.814291163139296e+00,  1.517824184562263e-01, -5.000917404155574e-03, -1.801264649845119e+00,  4.535226655889357e-01
X6, -3.070144671923461e-02, -1.180391746983508e-01, -2.499620833956750e-01,  1.834790606944847e-02,  2.246315127141304e-01, -2.707653299390919e-01, -8.669737702301578e-02,  8.637535470699975e-02, -3.806366193466844e-02,  3.799452767086953e-02,  5.605784625261662e-02, -0.000000000000000e+00,  1.110223024625157e-16, -2.035132174871149e-01,  9.065513687387124e-02, -5.600127936559984e-02,  5.076372744019220e-02,  3.330174772019683e-02,  2.029587424224779e-01, -3.332207769479361e-02,  9.698480216191399e-02, -9.956329738647096e-02,  3.692987352507534e-01,  4.963063361408857e-02, -2.576008564332088e-02,  8.950036888194191e-01, -7.544657628162073e-02,  7.754824795122497e-02, -2.868585266287719e-01, -3.860479501154226e-02,  2.002506128342250e-02, -6.962787417423569e-01
X7, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372475e-02, -1.087126200292699e-01, -4.636228443285332e-02,  3.915408276977915e-02,  1.496609384052493e-01, -1.493891122521624e-01, -2.204115276544762e-01, -0.000000000000000e+00, -5.551115123125783e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01, -1.355478199419925e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569719e-02, -5.125309941268777e-02, -6.797648763485367e-01,  5.437547294569636e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02
X8, -9.097603205322671e-03,  3.317905270586972e-02, -6.675523309658506e-03,  1.535001886959391e-04, -1.353716055195605e-01,  1.874560543949396e-01, -2.318734914627023e-01, -1.408560087372621e-01,  1.232931330647952e-02, -1.230691982263520e-02, -1.815786276478734e-02, -0.000000000000000e+00, -0.000000000000000e+00, -3.758125471652617e-02,  3.659304898550233e-04,  9.132369670002115e-02, -1.518141571204662e-02, -1.090349562845530e-02,  3.747886397800125e-02,  1.091015196946794e-02, -1.737821170632466e-02,  1.697170420821506e-01,  6.016715376673189e-03,  4.708140088037750e-04,  8.482485222788323e-01,  9.388300452422750e-02,  1.351888693808419e-02, -1.321898692230687e-01, -4.673577089088139e-03, -3.662189453344535e-04, -6.594010935134610e-01, -7.303739758586660e-02
X9,  1.044577922403372e-02, -6.110231534569291e-02,  6.337574118299196e-01,  4.661779912266117e-02,  2.973522010876555e-01, -3.100538405767831e-01,  3.141268929619161e-02, -2.784214384326904e-02, -6.966686644206638e-02,  6.954033191338874e-02,  1.026011237335500e-01, -1.000000000000000e+00, -0.000000000000000e+00,  3.547966205452348e-02,  6.301391661651644e-02,  1.805139534064073e-02,  7.890639191756144e-02,  6.224594372239317e-02, -3.538299713932096e-02, -6.228394348340457e-02,  1.650795905472823e-01,  4.420810702411847e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961396e-02,  6.499909208166442e-02, -1.284189856877928e-01, -3.443298218271420e-02, -9.952564286486301e-02, -8.611568965099098e-02, -9.921602961640488e-03, -5.056681510298033e-02
X10,  9.223139462367091e-02, -9.158484593841516e-01, -1.540270109018800e-01,  6.773377066268349e-02,  2.512302392010408e-01, -2.005621738075371e-01,  2.652491918306416e-01, -2.556098790490313e-01, -9.265988073455420e-02,  9.249158445635394e-02,  1.364638367406381e-01, -0.000000000000000e+00,  2.220446049250313e-16,  1.877893089510305e-01, -3.713173557786345e-02,  1.657241269085285e-01,  8.818235037739597e-02,  8.433969359408847e-02, -1.872776739304434e-01, -8.439118109686683e-02,  2.045829338883767e-01,  3.249924049133370e-01,  8.724673960451406e-01,  1.738946845091866e-01,  8.740567059489043e-02,  5.671178987516187e-01, -1.591494912961585e-01, -2.531313471936998e-01, -6.777025964933620e-01, -1.352626021515934e-01, -6.794635446544577e-02, -4.411960999660394e-01
