Dependent Variables,13
Independent Variables,35
Fluxs,32
Kinetic Orders > 0,84

Lx[13][14-48],Y1(X14),Y2(X15),Y3(X16),Y4(X17),Y5(X18),Y6(X19),Y7(X20),Y8(X21),Y9(X22),Y10(X23),Y11(X24),Y12(X25),Y13(X26),Y14(X27),Y15(X28),Y16(X29),Y17(X30),Y18(X31),Y19(X32),Y20(X33),Y21(X34),Y22(X35),Y23(X36),Y24(X37),Y25(X38),Y26(X39),Y27(X40),Y28(X41),Y29(X42),Y30(X43),Y31(X44),Y32(X45),Y33(X46),Y34(X47),Y35(X48)
X11,  4.115662969543532e-02,  3.057326269516003e-02, -7.020464741624470e-01,  3.475435724417986e-02,  1.620299798907423e-01, -1.486949107409264e-01,  1.186353188320593e-01, -1.138413573047555e-01, -5.310648107347783e-02,  5.301002483975371e-02,  7.821199537091905e-02, -0.000000000000000e+00, -0.000000000000000e+00,  2.302530590423499e-01, -3.199767187669650e-03,  7.380880432165726e-02,  5.294411475001204e-02,  4.811568211250442e-02, -2.296257308453326e-01, -4.814505566380486e-02,  1.193681168026161e-01,  1.464927672696410e-01,  8.454658174813571e-01,  9.678185474251166e-02,  3.957233157450318e-02,  4.378415220300995e-01, -9.285904109910754e-02, -1.141008558122633e-01, -6.567287010961880e-01, -7.528099867157291e-02, -3.076225661201581e-02, -3.406240084259433e-01
X12,  6.240603868626261e-03,  7.564240146303858e-04,  1.085119634568115e+00, -4.347788270211922e-01, -4.502854003624142e-01, -3.193093691143247e-01,  1.802877226898192e-02, -1.722951602511395e-02, -9.779525093242545e-03,  9.761762738459530e-03,  1.440268976331147e-02, -0.000000000000000e+00,  2.775557561562891e-17,  3.361993800119767e-02,  3.116497745362046e-03,  1.117072043905938e-02, -3.866601705263747e-03,  1.011920518555084e-02, -3.352833993436701e-02, -1.012538273473206e-02,  5.292242620199526e-03,  2.242877429755336e-02,  1.233511356961456e-01,  1.682194047557096e-01,  6.083957279792006e-03,  6.381819538606369e-02, -4.116950054495508e-03, -1.746941087856211e-02, -9.581490989877377e-02, -1.308481307745054e-01, -4.729472528176478e-03, -4.964812250359542e-02
X13,  6.039120497457411e-03, -1.462631475341342e-03,  1.008567450717829e+00,  6.655135607527285e-02, -7.043782682739058e-01, -4.768824309967339e-01,  1.746934264601689e-02, -1.665496461891831e-02, -1.044074578912482e-02,  1.042178247248751e-02,  1.537649538854105e-02, -0.000000000000000e+00,  2.775557561562891e-17,  3.180275814146651e-02,  5.053393142041816e-03,  1.079821124453966e-02, -1.047065568856007e-02,  1.138972721499213e-02, -3.171611101066163e-02, -1.139668038954893e-02, -2.124045211660930e-03,  2.182682991083463e-02,  1.166264361789946e-01,  1.567914098882558e-01,  5.934814429166042e-03,  6.030277371278617e-02,  1.652340732928965e-03, -1.700056609560039e-02, -9.059139513585064e-02, -1.219589555388749e-01, -4.613533677462927e-03, -4.691325849136749e-02

Svgamma[32][32],É¡1,É¡2,É¡3,É¡4,É¡5,É¡6,É¡7,É¡8,É¡9,É¡10,É¡11,É¡12,É¡13,É¡14,É¡15,É¡16,É¡17,É¡18,É¡19,É¡20,É¡21,É¡22,É¡23,É¡24,É¡25,É¡26,É¡27,É¡28,É¡29,É¡30,É¡31,É¡32
v1,  9.871479747204434e-01, -4.941273520673464e-02, -1.046373822090674e-01,  7.680672340556137e-03,  9.403367555895535e-02, -1.133458920365648e-01, -3.629265068062673e-02,  3.615784794693579e-02, -1.593394441280107e-02,  1.590500390995922e-02,  2.346654422329748e-02,  0.000000000000000e+00,  4.647538114055398e-17, -8.519328225108226e-02,  3.794942047778881e-02, -2.344286458798343e-02,  2.125035716760321e-02,  1.394054513024781e-02,  8.496117177066198e-02, -1.394905552227722e-02,  4.059910076930720e-02, -4.167849243811936e-02,  1.545932582446498e-01,  2.077602934095816e-02, -1.078350720469757e-02,  3.746601956316675e-01, -3.158291902315814e-02,  3.246270614440021e-02, -1.200827136781022e-01, -1.616046976345269e-02,  8.382751346957823e-03, -2.914713457097236e-01
v2,  5.101712827978848e-02,  6.969253283818122e-02,  5.257074496347663e-01,  3.309734580578153e-02,  9.080966099322907e-02, -5.383648872316554e-02,  1.464577588718396e-01, -1.416010023304472e-01, -3.991154579401072e-02,  3.983905525591482e-02,  5.877929721173611e-02,  0.000000000000000e+00,  2.184000231449255e-16, -3.739914128145846e-02, -3.343571366494887e-02,  9.180671172761859e-02,  3.566412983719217e-02,  3.654213594171857e-02,  3.729724671394363e-02, -3.656444410108755e-02,  8.608039120845488e-02,  1.783485808112238e-01,  4.259583814828449e-02,  7.768295390860100e-02,  4.779885407981051e-02,  1.354597884384897e-01, -6.696379903748291e-02, -1.389128356487843e-01, -3.308697865817989e-02, -6.042507002532654e-02, -3.715729037080095e-02, -1.053825500708831e-01
v3,  4.874557729513527e-03,  3.657670263238620e-03,  9.056090618053571e-01,  8.267638022760898e-03,  2.367040917199484e-02, -1.481168478337008e-02,  1.405069298995400e-02, -1.348358258133295e-02, -6.273596508702175e-03,  6.262201901511069e-03,  9.239371375759947e-03,  0.000000000000000e+00, -2.618423955876684e-19,  2.728318734876021e-02, -4.129555932419441e-04,  8.742052377646215e-03,  6.382869453261317e-03,  5.672146692635486e-03, -2.720885386194544e-02, -5.675609411743784e-03,  1.425868794608841e-02,  1.734844652288755e-02,  1.001820125885448e-01,  1.001424754159640e-02,  4.686126252940480e-03,  5.188185720314898e-02, -1.109214190079402e-02, -1.351242544030347e-02, -7.781793378290866e-02, -7.789503082798189e-03, -3.642843688344613e-03, -4.036210655211483e-02
v4,  4.125727447852898e-03,  3.480971901339037e-03,  7.737763650645555e-01,  5.069068486935302e-02,  6.718316795724599e-02,  1.692972095332101e-02,  1.188824886773174e-02, -1.141544129796385e-02, -5.138373280354519e-03,  5.129040556286320e-03,  7.567483649709317e-03,  0.000000000000000e+00,  1.713233841531059e-17,  2.322037055354109e-02, -7.071337972899506e-04,  7.401177330934566e-03,  6.583360562692576e-03,  4.520451234451129e-03, -2.315710627703588e-02, -4.523210869156630e-03,  1.333995441072858e-02,  1.466192958863692e-02,  8.527333710675025e-02,  1.193569319979447e-01,  3.957943907724474e-03,  4.416713365442944e-02, -1.037743920291887e-02, -1.141994069129252e-02, -6.623738861859821e-02, -9.284084359703296e-02, -3.076778175583494e-03, -3.436034580800199e-02
v5,  4.811677786417431e-03,  1.405544403676556e-03,  8.520214776707670e-01,  5.600983538767349e-02,  3.787562623868312e-01, -4.022350350853562e-01,  1.393480553590666e-02, -1.325688352076889e-02, -9.012497521472816e-03,  8.996128303445240e-03,  1.327305820648476e-02,  0.000000000000000e+00,  2.405881279445404e-17,  2.619607651495356e-02,  1.631830213788925e-03,  8.595072519032243e-03,  1.945399143980876e-02,  7.197731976129617e-03, -2.612470487925238e-02, -7.202126031044050e-03, -5.297090187064866e-03,  1.747733325535586e-02,  9.610493162655630e-02,  1.319172491863511e-01,  4.762151265362174e-03,  4.971668296109588e-02,  4.120721081657842e-03, -1.361281323931618e-02, -7.465099784171698e-02, -1.026107867758510e-01, -3.701943085524301e-03, -3.867768355392775e-02
v6,  3.015467087213511e-03,  6.840201793779251e-03,  6.471309768251696e-01,  4.208125406839528e-02, -4.371204772757782e-01,  6.953782718800738e-01,  8.575748506216025e-03, -8.434933538952373e-03,  1.132177713332535e-03, -1.130121361717309e-03, -1.667402476765592e-03,  0.000000000000000e+00,  1.455659658399561e-17,  1.840397468909929e-02, -4.492916645502189e-03,  5.468771400678949e-03, -1.424868875036300e-02,  1.870782267064906e-04, -1.835383276131043e-02, -1.871924337934136e-04,  4.350536244842988e-02,  1.010499461153903e-02,  6.774161598678421e-02,  9.902714789064582e-02,  2.656275986999760e-03,  3.518478570851331e-02, -3.384376287271529e-02, -7.870617469002219e-03, -5.261935202736748e-02, -7.702748215188725e-02, -2.064903438671040e-03, -2.737242161975161e-02
v7, -9.097603205322671e-03,  3.317905270586972e-02, -6.675523309658506e-03,  1.535001886959391e-04, -1.353716055195605e-01,  1.874560543949396e-01,  7.681265085372977e-01, -1.408560087372621e-01,  1.232931330647952e-02, -1.230691982263520e-02, -1.815786276478734e-02,  0.000000000000000e+00,  0.000000000000000e+00, -3.758125471652617e-02,  3.659304898550233e-04,  9.132369670002115e-02, -1.518141571204662e-02, -1.090349562845530e-02,  3.747886397800125e-02,  1.091015196946794e-02, -1.737821170632466e-02,  1.697170420821506e-01,  6.016715376673189e-03,  4.708140088037750e-04,  8.482485222788323e-01,  9.388300452422750e-02,  1.351888693808419e-02, -1.321898692230687e-01, -4.673577089088139e-03, -3.662189453344535e-04, -6.594010935134610e-01, -7.303739758586660e-02
v8,  1.144225062675374e-02, -2.912053828888610e-02,  4.642901257667031e-01,  2.959023649089920e-02, -1.704602881557480e-01,  2.997193583584823e-01,  2.433646870676700e-01,  1.381912741091876e-01, -1.181764732143523e-02,  1.179618316623110e-02,  1.740431222171232e-02,  0.000000000000000e+00,  0.000000000000000e+00,  5.147097509316428e-02, -3.550550836128749e-03, -8.959602161436510e-02,  5.464437173760314e-03,  1.129103111172634e-02, -5.133074158600390e-02, -1.129792403451232e-02,  4.853913322726337e-02, -1.665474766995427e-01,  4.172910869471849e-02,  6.952067028973294e-02,  4.502800548426177e-01, -7.120893630983197e-02, -3.775964208867140e-02,  1.297211458215728e-01, -3.241373309759905e-02, -5.407610240217248e-02, -3.500332187468552e-01,  5.539783711955763e-02
v9,  1.561566963889884e-02, -9.550793886898248e-02,  9.727446010137843e-01,  7.205540287097742e-02,  4.991689874422310e-01, -5.339260931802660e-01,  2.394518180615749e-02, -6.020150433400217e-02,  8.887496470504024e-01,  1.110482911705249e-01, -1.308896426122402e+00,  0.000000000000000e+00,  0.000000000000000e+00,  5.165096415818560e-02,  1.021946848635138e-01,  3.903151858390704e-02,  1.268772334761467e-01,  9.931930735712854e-02, -5.151024026789582e-02, -9.937993958017297e-02,  2.613521121954725e-01, -5.809342458369964e-02,  2.024046325245122e-01,  1.712047620063554e-01, -2.897442790726732e-02,  1.128538171362233e-01, -2.033114635445608e-01,  4.524803227905840e-02, -1.572209410070032e-01, -1.331702672516163e-01,  2.252378747993698e-02, -8.779596640554842e-02
v10, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372475e-02, -1.087126200292699e-01, -4.636228443285332e-02,  3.915408276977915e-02,  1.496609384052493e-01,  8.506108877478376e-01, -2.204115276544762e-01,  0.000000000000000e+00, -5.551115123125783e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01, -1.355478199419925e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569719e-02, -5.125309941268777e-02, -6.797648763485367e-01,  5.437547294569636e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02
v11,  1.044577922403372e-02, -6.110231534569285e-02,  6.337574118299194e-01,  4.661779912266128e-02,  2.973522010876554e-01, -3.100538405767830e-01,  3.141268929619161e-02, -2.784214384326906e-02, -6.966686644206635e-02,  6.954033191338869e-02,  1.026011237335503e-01,  0.000000000000000e+00,  0.000000000000000e+00,  3.547966205452348e-02,  6.301391661651645e-02,  1.805139534064072e-02,  7.890639191756128e-02,  6.224594372239316e-02, -3.538299713932096e-02, -6.228394348340453e-02,  1.650795905472823e-01,  4.420810702411847e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961397e-02,  6.499909208166441e-02, -1.284189856877928e-01, -3.443298218271421e-02, -9.952564286486301e-02, -8.611568965099095e-02, -9.921602961640491e-03, -5.056681510298032e-02
v12,  1.044577922403372e-02, -6.110231534569290e-02,  6.337574118299195e-01,  4.661779912266117e-02,  2.973522010876554e-01, -3.100538405767830e-01,  3.141268929619160e-02, -2.784214384326904e-02, -6.966686644206636e-02,  6.954033191338872e-02,  1.026011237335500e-01,  0.000000000000000e+00,  0.000000000000000e+00,  3.547966205452347e-02,  6.301391661651642e-02,  1.805139534064073e-02,  7.890639191756142e-02,  6.224594372239316e-02, -3.538299713932095e-02, -6.228394348340457e-02,  1.650795905472823e-01,  4.420810702411847e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961395e-02,  6.499909208166441e-02, -1.284189856877928e-01, -3.443298218271419e-02, -9.952564286486300e-02, -8.611568965099096e-02, -9.921602961640486e-03, -5.056681510298032e-02
v13,  1.044577922403373e-02, -6.110231534569291e-02,  6.337574118299196e-01,  4.661779912266110e-02,  2.973522010876555e-01, -3.100538405767831e-01,  3.141268929619162e-02, -2.784214384326906e-02, -6.966686644206638e-02,  6.954033191338872e-02,  1.026011237335502e-01,  0.000000000000000e+00,  1.110223024625157e-16,  3.547966205452349e-02,  6.301391661651642e-02,  1.805139534064074e-02,  7.890639191756157e-02,  6.224594372239317e-02, -3.538299713932098e-02, -6.228394348340455e-02,  1.650795905472823e-01,  4.420810702411848e-02,  1.281282953899324e-01,  1.107110202298713e-01,  1.276307414961396e-02,  6.499909208166443e-02, -1.284189856877928e-01, -3.443298218271421e-02, -9.952564286486304e-02, -8.611568965099099e-02, -9.921602961640488e-03, -5.056681510298033e-02
v14, -3.070144671923462e-02, -1.180391746983508e-01, -2.499620833956750e-01,  1.834790606944848e-02,  2.246315127141305e-01, -2.707653299390919e-01, -8.669737702301579e-02,  8.637535470699977e-02, -3.806366193466845e-02,  3.799452767086954e-02,  5.605784625261663e-02,  0.000000000000000e+00,  1.110223024625157e-16,  7.964867825128850e-01,  9.065513687387125e-02, -5.600127936559986e-02,  5.076372744019221e-02,  3.330174772019684e-02,  2.029587424224779e-01, -3.332207769479362e-02,  9.698480216191402e-02, -9.956329738647099e-02,  3.692987352507534e-01,  4.963063361408858e-02, -2.576008564332089e-02,  8.950036888194193e-01, -7.544657628162074e-02,  7.754824795122499e-02, -2.868585266287719e-01, -3.860479501154227e-02,  2.002506128342251e-02, -6.962787417423570e-01
v15,  9.882589484955771e-02, -9.064195660167670e-01, -1.377573761250746e-01,  6.352372532825641e-02,  2.028821384636781e-01, -1.428498240020565e-01,  2.833235202694641e-01, -2.746050528498994e-01, -6.085126297773481e-02,  6.074074005236785e-02,  8.961803911925992e-02,  0.000000000000000e+00,  2.027289061138341e-16,  2.261930452929356e-01,  9.040868028568274e-01,  1.780396078490001e-01,  1.554355483379491e-01,  4.637172379520817e-02, -2.255767786692840e-01, -4.640003269883348e-02,  3.595856267786303e-01,  3.434223061627181e-01,  8.139630686335175e-01,  1.630049144138394e-01,  9.179501397135210e-02,  4.110678567403152e-01, -2.797294402398865e-01, -2.674861002936891e-01, -6.322584517921617e-01, -1.267920807892717e-01, -7.135848869996139e-02, -3.197951177602610e-01
v16, -4.630602680771502e-02,  1.688785572834949e-01, -3.397784607177864e-02,  7.813029093844681e-04, -6.890299623668701e-01,  9.541353787558038e-01,  7.303303837493864e-01, -7.169451084434351e-01,  6.275515645225471e-02, -6.264117552345291e-02, -9.242197763308933e-02,  0.000000000000000e+00,  5.890495667862095e-17, -1.912853912284148e-01,  1.862555080779121e-03,  4.648298515697720e-01, -7.727211520170497e-02, -5.549786569869944e-02,  1.907642310749116e-01,  5.553174590851033e-02, -8.845362003394561e-02,  8.638453143113787e-01,  3.062456970684496e-02,  2.396403274695480e-03,  2.275978807961670e-01,  4.778565107944296e-01,  6.880998509576042e-02, -6.728351951391425e-01, -2.378811002095832e-02, -1.864023294644107e-03, -1.769272654612487e-01, -3.717541438384733e-01
v17,  1.328023839867133e-02, -8.391296179108713e-02,  6.972937567599644e-01,  5.265577850367877e-02,  3.352777024940467e-01, -3.493997473393139e-01,  3.791090603877522e-02, -3.703237167659947e-02, -1.181656977824176e-03,  1.179510758015770e-03,  1.740272528163334e-03,  0.000000000000000e+00,  0.000000000000000e+00,  4.302967947427459e-02,  8.627129756842580e-02,  2.400986020684802e-02,  1.044847371637724e-01,  8.396413440312558e-02, -4.291244441405390e-02, -8.401539263539011e-02,  1.084769041611166e-01,  4.527420957939444e-02,  1.565669678679496e-01,  1.252753721688855e-01,  1.199685665226942e-02,  8.017777012277907e-02, -8.438653110744487e-02, -3.526335228362660e-02, -1.216158232733690e-01, -9.744445537768920e-02, -9.325970146082154e-03, -6.237524782767721e-02
v18, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372475e-02, -1.087126200292699e-01, -4.636228443285332e-02,  3.915408276977915e-02,  1.496609384052493e-01, -1.493891122521624e-01, -2.204115276544762e-01,  0.000000000000000e+00, -5.551115123125783e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01,  8.644521800580075e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569719e-02, -5.125309941268777e-02, -6.797648763485367e-01,  5.437547294569636e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02
v19,  4.115662969543532e-02,  3.057326269516003e-02, -7.020464741624470e-01,  3.475435724417986e-02,  1.620299798907423e-01, -1.486949107409264e-01,  1.186353188320593e-01, -1.138413573047555e-01, -5.310648107347783e-02,  5.301002483975371e-02,  7.821199537091905e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.302530590423499e-01, -3.199767187669650e-03,  7.380880432165726e-02,  5.294411475001204e-02,  4.811568211250442e-02,  7.703742691546673e-01, -4.814505566380486e-02,  1.193681168026161e-01,  1.464927672696410e-01,  8.454658174813571e-01,  9.678185474251166e-02,  3.957233157450318e-02,  4.378415220300995e-01, -9.285904109910754e-02, -1.141008558122633e-01, -6.567287010961880e-01, -7.528099867157291e-02, -3.076225661201581e-02, -3.406240084259433e-01
v20,  1.328023839867133e-02, -8.391296179108712e-02,  6.972937567599643e-01,  5.265577850367875e-02,  3.352777024940466e-01, -3.493997473393138e-01,  3.791090603877521e-02, -3.703237167659946e-02, -1.181656977824175e-03,  1.179510758015770e-03,  1.740272528163334e-03,  0.000000000000000e+00,  0.000000000000000e+00,  4.302967947427459e-02,  8.627129756842579e-02,  2.400986020684801e-02, -8.955152628362274e-01,  8.396413440312557e-02, -4.291244441405389e-02,  9.159846073646098e-01,  1.084769041611165e-01,  4.527420957939443e-02,  1.565669678679496e-01,  1.252753721688855e-01,  1.199685665226942e-02,  8.017777012277906e-02, -8.438653110744486e-02, -3.526335228362659e-02, -1.216158232733689e-01, -9.744445537768917e-02, -9.325970146082153e-03, -6.237524782767719e-02
v21,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v22,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v23,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v24,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v25,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v26,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00
v27, -1.503643194266809e-02,  1.511815851451094e-01,  2.860626877263346e-01,  6.786386770775713e-03,  8.928049041372475e-02, -1.087126200292699e-01, -4.636228443285332e-02,  3.915408276977915e-02,  1.496609384052493e-01, -1.493891122521624e-01, -2.204115276544762e-01,  0.000000000000000e+00, -5.551115123125783e-17, -2.999124902548982e-02, -1.493186609426519e-01, -2.538546712696196e-02, -1.497269417358411e-01, -1.355478199419925e-01,  2.990953738067733e-02,  1.356305688643381e-01,  8.738217862026558e-01, -6.981203994224933e-02, -1.050930116388764e-01,  1.376626088991764e-02, -2.076188357569719e-02, -5.125309941268777e-02,  3.202351236514633e-01,  5.437547294569636e-02,  8.163262854728927e-02, -1.070797692939028e-02,  1.613961990341510e-02,  3.987295696684270e-02
v28, -2.012435073247113e-03,  4.793282221787626e-02, -3.419907206511503e-01, -2.951899407116310e-02, -5.318191695665763e-01,  6.711927384292726e-01,  1.937879630554249e-01,  1.666943269896152e-01,  7.510318250972195e-02, -7.496677410948246e-02, -1.106073993994159e-01,  0.000000000000000e+00,  0.000000000000000e+00,  5.221432143555894e-03, -8.154953560426202e-02, -1.080759159377389e-01, -9.263868445161716e-02, -6.640292383738751e-02, -5.207206266922199e-03,  6.644346134208873e-02, -1.583206020973529e-01,  1.069776807656572e+00, -1.190041897411356e-01, -7.082301089652321e-02,  4.148071576838789e-01, -1.487184874737702e-01,  1.231610223130483e-01,  1.667680831159917e-01,  9.243835213411643e-02,  5.508911772152705e-02, -3.224577304763624e-01,  1.156973123414198e-01
v29,  4.115662969543534e-02,  3.057326269516004e-02, -7.020464741624474e-01,  3.475435724417987e-02,  1.620299798907424e-01, -1.486949107409264e-01,  1.186353188320593e-01, -1.138413573047555e-01, -5.310648107347785e-02,  5.301002483975373e-02,  7.821199537091909e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.302530590423500e-01, -3.199767187669651e-03,  7.380880432165729e-02,  5.294411475001206e-02,  4.811568211250444e-02, -2.296257308453327e-01, -4.814505566380489e-02,  1.193681168026161e-01,  1.464927672696410e-01,  8.454658174813574e-01,  9.678185474251171e-02,  3.957233157450320e-02,  4.378415220300997e-01, -9.285904109910759e-02, -1.141008558122633e-01,  3.432712989038117e-01, -7.528099867157294e-02, -3.076225661201583e-02, -3.406240084259435e-01
v30,  6.240603868626261e-03,  7.564240146303858e-04,  1.085119634568115e+00, -4.347788270211922e-01, -4.502854003624142e-01, -3.193093691143247e-01,  1.802877226898192e-02, -1.722951602511395e-02, -9.779525093242545e-03,  9.761762738459530e-03,  1.440268976331147e-02,  0.000000000000000e+00,  2.775557561562891e-17,  3.361993800119767e-02,  3.116497745362046e-03,  1.117072043905938e-02, -3.866601705263747e-03,  1.011920518555084e-02, -3.352833993436701e-02, -1.012538273473206e-02,  5.292242620199526e-03,  2.242877429755336e-02,  1.233511356961456e-01,  1.682194047557096e-01,  6.083957279792006e-03,  6.381819538606369e-02, -4.116950054495508e-03, -1.746941087856211e-02, -9.581490989877377e-02,  8.691518692254946e-01, -4.729472528176478e-03, -4.964812250359542e-02
v31, -9.097603205322671e-03,  3.317905270586972e-02, -6.675523309658506e-03,  1.535001886959391e-04, -1.353716055195605e-01,  1.874560543949396e-01, -2.318734914627023e-01, -1.408560087372621e-01,  1.232931330647952e-02, -1.230691982263520e-02, -1.815786276478734e-02,  0.000000000000000e+00,  0.000000000000000e+00, -3.758125471652617e-02,  3.659304898550233e-04,  9.132369670002115e-02, -1.518141571204662e-02, -1.090349562845530e-02,  3.747886397800125e-02,  1.091015196946794e-02, -1.737821170632466e-02,  1.697170420821506e-01,  6.016715376673189e-03,  4.708140088037750e-04,  8.482485222788323e-01,  9.388300452422750e-02,  1.351888693808419e-02, -1.321898692230687e-01, -4.673577089088139e-03, -3.662189453344535e-04,  3.405989064865390e-01, -7.303739758586660e-02
